exporter,importer,tonnes,year,yearly_share,total_source_1,exp_ISO3,imp_ISO3
United Kingdom,Czech Republic,66301.18761928898,2010,4.7709500590387115e-05,1389685215.7083333,GBR,CZE
United States,Czech Republic,473502.60776479624,2010,0.00034072652023102104,1389685215.7083333,USA,CZE
Australia,Finland,25186.218218962178,2010,1.8123685806159037e-05,1389685215.7083333,AUS,FIN
Austria,Finland,17539.56770215346,2010,1.2621252283534878e-05,1389685215.7083333,AUT,FIN
Belgium,Finland,37478.76617097,2010,2.6969248681160346e-05,1389685215.7083333,BEL,FIN
Brazil,Finland,54753.09708078863,2010,3.939963990541596e-05,1389685215.7083333,BRA,FIN
Canada,Finland,43605.275058305175,2010,3.137780740948534e-05,1389685215.7083333,CAN,FIN
China,Finland,1650721.1459482047,2010,0.0011878381717595084,1389685215.7083333,CHN,FIN
Czech Republic,Finland,18391.26855102136,2010,1.3234125500606402e-05,1389685215.7083333,CZE,FIN
Finland,Finland,9172.917795541063,2010,6.600716257073769e-06,1389685215.7083333,FIN,FIN
France,Finland,55833.1089007317,2010,4.0176802825288124e-05,1389685215.7083333,FRA,FIN
Germany,Finland,132234.441490686,2010,9.515424068412866e-05,1389685215.7083333,DEU,FIN
Greece,Finland,14856.622473461464,2010,1.0690638646457017e-05,1389685215.7083333,GRC,FIN
India,Finland,114260.76137874174,2010,8.222060657132497e-05,1389685215.7083333,IND,FIN
Indonesia,Finland,25332.44421644566,2010,1.822890819453204e-05,1389685215.7083333,IDN,FIN
Italy,Finland,94193.49736117989,2010,6.778045581579332e-05,1389685215.7083333,ITA,FIN
Japan,Finland,316837.7525653074,2010,0.000227992461158776,1389685215.7083333,JPN,FIN
Mexico,Finland,49465.929494284625,2010,3.5595060618869334e-05,1389685215.7083333,MEX,FIN
Netherlands,Finland,28123.683537595483,2010,2.0237448898282064e-05,1389685215.7083333,NLD,FIN
Poland,Finland,32251.19949617324,2010,2.3207557460942374e-05,1389685215.7083333,POL,FIN
RoW Africa,Finland,66360.62934052692,2010,4.7752274105256565e-05,1389685215.7083333,RoW Africa,FIN
RoW America,Finland,68720.70445937745,2010,4.9450554472762364e-05,1389685215.7083333,RoW America,FIN
RoW Asia and Pacific,Finland,111927.36021492773,2010,8.05415204463246e-05,1389685215.7083333,RoW Asia and Pacific,FIN
RoW EU27,Finland,57267.141221549566,2010,4.1208714444270796e-05,1389685215.7083333,RoW EU27,FIN
RoW Europe,Finland,86795.90988502475,2010,6.245724492419257e-05,1389685215.7083333,RoW Europe,FIN
RoW Middle East,Finland,166180.605589722,2010,0.00011958147335187592,1389685215.7083333,RoW Middle East,FIN
Russia,Finland,89895.69217377872,2010,6.468780926618565e-05,1389685215.7083333,RUS,FIN
Slovakia,Finland,13073.001514434212,2010,9.407167440988283e-06,1389685215.7083333,SVK,FIN
South Korea,Finland,174844.29217681725,2010,0.00012581575323710828,1389685215.7083333,KOR,FIN
Spain,Finland,59841.02187591231,2010,4.3060846585613906e-05,1389685215.7083333,ESP,FIN
Sweden,Finland,16766.462371790112,2010,1.2064935412905086e-05,1389685215.7083333,SWE,FIN
Taiwan,Finland,46021.480736632126,2010,3.311647862150899e-05,1389685215.7083333,TWN,FIN
United Kingdom,Finland,36464.80566055036,2010,2.6239615452744074e-05,1389685215.7083333,GBR,FIN
United States,Finland,260420.3828041378,2010,0.0001873952315678911,1389685215.7083333,USA,FIN
Australia,France,148811.38442496085,2010,0.0001070828002938137,1389685215.7083333,AUS,FRA
Austria,France,103631.58827286807,2010,7.457198731156268e-05,1389685215.7083333,AUT,FRA
Belgium,France,221441.2719304569,2010,0.00015934635371189911,1389685215.7083333,BEL,FRA
Brazil,France,323505.70007683785,2010,0.00023279063231017,1389685215.7083333,BRA,FRA
Canada,France,257639.40808444866,2010,0.000185394077142231,1389685215.7083333,CAN,FRA
China,France,9753196.143435085,2010,0.007018277256741057,1389685215.7083333,CHN,FRA
Czech Republic,France,108663.82824182935,2010,7.819312389132855e-05,1389685215.7083333,CZE,FRA
Finland,France,54197.69426862607,2010,3.8999979028344984e-05,1389685215.7083333,FIN,FRA
France,France,329886.8818769649,2010,0.000237382450462941,1389685215.7083333,FRA,FRA
Germany,France,781300.0163573986,2010,0.0005622136635879543,1389685215.7083333,DEU,FRA
Greece,France,87779.54142723267,2010,6.316505380859993e-05,1389685215.7083333,GRC,FRA
India,France,675103.4939345426,2010,0.0004857959819270562,1389685215.7083333,IND,FRA
Indonesia,France,149675.36841044022,2010,0.00010770451230147796,1389685215.7083333,IDN,FRA
Italy,France,556537.1716087352,2010,0.00040047714785903073,1389685215.7083333,ITA,FRA
Japan,France,1872018.6370467865,2010,0.001347081062593448,1389685215.7083333,JPN,FRA
Mexico,France,292266.7482016345,2010,0.00021031147550394275,1389685215.7083333,MEX,FRA
Netherlands,France,166167.246325538,2010,0.00011957186019341889,1389685215.7083333,NLD,FRA
Poland,France,190554.46210859055,2010,0.00013712059389756368,1389685215.7083333,POL,FRA
RoW Africa,France,392088.1571650533,2010,0.00028214170571369497,1389685215.7083333,RoW Africa,FRA
RoW America,France,406032.5354703613,2010,0.0002921759049321133,1389685215.7083333,RoW America,FRA
RoW Asia and Pacific,France,661316.7269290827,2010,0.00047587519781737365,1389685215.7083333,RoW Asia and Pacific,FRA
RoW EU27,France,338359.77550279046,2010,0.00024347943813327963,1389685215.7083333,RoW EU27,FRA
RoW Europe,France,512828.9130520282,2010,0.00036902523481955257,1389685215.7083333,RoW Europe,FRA
RoW Middle East,France,981869.0553755944,2010,0.0007065406210536163,1389685215.7083333,RoW Middle East,FRA
Russia,France,531143.8147511153,2010,0.00038220440769414616,1389685215.7083333,RUS,FRA
Slovakia,France,77241.11962409955,2010,5.558173804470472e-05,1389685215.7083333,SVK,FRA
South Korea,France,1033058.0115686706,2010,0.0007433755500105202,1389685215.7083333,KOR,FRA
Spain,France,353567.4129610663,2010,0.0002544226627472972,1389685215.7083333,ESP,FRA
Sweden,France,99063.74510857787,2010,7.128502483066593e-05,1389685215.7083333,SWE,FRA
Taiwan,France,271915.41197540984,2010,0.00019566690996047797,1389685215.7083333,TWN,FRA
United Kingdom,France,215450.3296467806,2010,0.00015503534700623831,1389685215.7083333,GBR,FRA
United States,France,1538679.671637262,2010,0.0011072145362451633,1389685215.7083333,USA,FRA
Australia,Germany,335191.6559293738,2010,0.00024119969914087634,1389685215.7083333,AUS,DEU
Austria,Germany,233425.97735292546,2010,0.00016797039697507787,1389685215.7083333,AUT,DEU
Belgium,Germany,498787.53680996416,2010,0.00035892123710600773,1389685215.7083333,BEL,DEU
Brazil,Germany,728683.554652746,2010,0.0005243515196218954,1389685215.7083333,BRA,DEU
Canada,Germany,580322.3863454506,2010,0.0004175926891829642,1389685215.7083333,CAN,DEU
China,Germany,21968681.320085373,2010,0.015808386727988444,1389685215.7083333,CHN,DEU
Czech Republic,Germany,244760.892750172,2010,0.00017612685950999017,1389685215.7083333,CZE,DEU
Finland,Germany,122078.12138721284,2010,8.784588049674882e-05,1389685215.7083333,FIN,DEU
France,Germany,743056.9130671144,2010,0.0005346944075305375,1389685215.7083333,FRA,DEU
Germany,Germany,1759846.7984767216,2010,0.0012663636185981256,1389685215.7083333,DEU,DEU
Greece,Germany,197719.8798366946,2010,0.0001422767383589925,1389685215.7083333,GRC,DEU
India,Germany,1520643.4169356436,2010,0.0010942358742447728,1389685215.7083333,IND,DEU
Indonesia,Germany,337137.74031375354,2010,0.00024260007698355765,1389685215.7083333,IDN,DEU
Italy,Germany,1253577.5579466224,2010,0.0009020586416094699,1389685215.7083333,ITA,DEU
Japan,Germany,4216646.54951797,2010,0.003034245814703233,1389685215.7083333,JPN,DEU
Mexico,Germany,658319.074877815,2010,0.00047371812510955204,1389685215.7083333,MEX,DEU
Netherlands,Germany,374285.0273543021,2010,0.00026933079745223177,1389685215.7083333,NLD,DEU
Poland,Germany,429216.2522026226,2010,0.0003088586158584466,1389685215.7083333,POL,DEU
RoW Africa,Germany,883162.775649647,2010,0.0006355128238156381,1389685215.7083333,RoW Africa,DEU
RoW America,Germany,914571.9212393922,2010,0.0006581144498779372,1389685215.7083333,RoW America,DEU
RoW Asia and Pacific,Germany,1489589.285195302,2010,0.00107188971168269,1389685215.7083333,RoW Asia and Pacific,DEU
RoW EU27,Germany,762141.7681252726,2010,0.0005484276291568685,1389685215.7083333,RoW EU27,DEU
RoW Europe,Germany,1155126.4605429685,2010,0.0008312144703606073,1389685215.7083333,RoW Europe,DEU
RoW Middle East,Germany,2211620.48663489,2010,0.0015914542816141352,1389685215.7083333,RoW Middle East,DEU
Russia,Germany,1196380.0339011084,2010,0.0008609000228093413,1389685215.7083333,RUS,DEU
Slovakia,Germany,173982.51138743307,2010,0.00012519562662163952,1389685215.7083333,SVK,DEU
South Korea,Germany,2326921.544995293,2010,0.0016744234728072885,1389685215.7083333,KOR,DEU
Spain,Germany,796396.3478395373,2010,0.0005730767938216915,1389685215.7083333,ESP,DEU
Sweden,Germany,223137.09616185384,2010,0.0001605666474965837,1389685215.7083333,SWE,DEU
Taiwan,Germany,612478.5172933559,2010,0.0004407318365124658,1389685215.7083333,TWN,DEU
United Kingdom,Germany,485293.1772261397,2010,0.0003492108656986626,1389685215.7083333,GBR,DEU
United States,Germany,3465813.952507248,2010,0.0024939561228192932,1389685215.7083333,USA,DEU
Australia,Greece,35574.669864773816,2010,2.559908493136061e-05,1389685215.7083333,AUS,GRC
Austria,Greece,24774.04225584141,2010,1.7827089167969517e-05,1389685215.7083333,AUT,GRC
Belgium,Greece,52937.47883743137,2010,3.809314385664579e-05,1389685215.7083333,BEL,GRC
Brazil,Greece,77336.87587519501,2010,5.5650643038449404e-05,1389685215.7083333,BRA,GRC
Canada,Greece,61590.95813163492,2010,4.4320078702313556e-05,1389685215.7083333,CAN,GRC
China,Greece,2331587.067431548,2010,0.0016777807240635574,1389685215.7083333,CHN,GRC
Czech Republic,Greece,25977.038264749626,2010,1.8692749963169847e-05,1389685215.7083333,CZE,GRC
Finland,Greece,12956.435885191377,2010,9.32328828049551e-06,1389685215.7083333,FIN,GRC
France,Greece,78862.35356919961,2010,5.674835759766133e-05,1389685215.7083333,FRA,GRC
Germany,Greece,186776.6175672662,2010,0.00013440210448814821,1389685215.7083333,DEU,GRC
Greece,Greece,20984.468560738787,2010,1.5100159607039385e-05,1389685215.7083333,GRC,GRC
India,Greece,161389.41182938011,2010,0.00011613379059164755,1389685215.7083333,IND,GRC
Indonesia,Greece,35781.20994726702,2010,2.574770857659953e-05,1389685215.7083333,IDN,GRC
Italy,Greece,133045.0903013299,2010,9.573757337089882e-05,1389685215.7083333,ITA,GRC
Japan,Greece,447522.47483732336,2010,0.0003220315433874841,1389685215.7083333,JPN,GRC
Mexico,Greece,69868.9262116077,2010,5.027680040187732e-05,1389685215.7083333,MEX,GRC
Netherlands,Greece,39723.740212895274,2010,2.858470376159811e-05,1389685215.7083333,NLD,GRC
Poland,Greece,45553.715461630556,2010,3.277988061376293e-05,1389685215.7083333,POL,GRC
RoW Africa,Greece,93732.11244018801,2010,6.744844903053245e-05,1389685215.7083333,RoW Africa,GRC
RoW America,Greece,97065.6372788298,2010,6.984721157111447e-05,1389685215.7083333,RoW America,GRC
RoW Asia and Pacific,Greece,158093.5641910131,2010,0.00011376214009043163,1389685215.7083333,RoW Asia and Pacific,GRC
RoW EU27,Greece,80887.87399776178,2010,5.8205896618488964e-05,1389685215.7083333,RoW EU27,GRC
RoW Europe,Greece,122596.2481590833,2010,8.821871800413092e-05,1389685215.7083333,RoW Europe,GRC
RoW Middle East,Greece,234724.41123199053,2010,0.00016890473366110446,1389685215.7083333,RoW Middle East,GRC
Russia,Greece,126974.58462109574,2010,9.136931384592432e-05,1389685215.7083333,RUS,GRC
Slovakia,Greece,18465.164766872073,2010,1.328730028797222e-05,1389685215.7083333,SVK,GRC
South Korea,Greece,246961.58000353703,2010,0.0001777104463744754,1389685215.7083333,KOR,GRC
Spain,Greece,84523.38952429118,2010,6.0821967859252906e-05,1389685215.7083333,ESP,GRC
Sweden,Greece,23682.059312606718,2010,1.7041311978364676e-05,1389685215.7083333,SWE,GRC
Taiwan,Greece,65003.76619160866,2010,4.67758924516411e-05,1389685215.7083333,TWN,GRC
United Kingdom,Greece,51505.29312605743,2010,3.706256103458997e-05,1389685215.7083333,GBR,GRC
United States,Greece,367834.8715076353,2010,0.00026468934644321377,1389685215.7083333,USA,GRC
Australia,India,286633.9717386537,2010,0.00020625820041739033,1389685215.7083333,AUS,IND
Austria,India,199610.6232463256,2010,0.0001436372935323936,1389685215.7083333,AUT,IND
Belgium,India,426530.4670159582,2010,0.0003069259586233364,1389685215.7083333,BEL,IND
Brazil,India,623122.4887452559,2010,0.00044839110447587627,1389685215.7083333,BRA,IND
Canada,India,496253.73394815315,2010,0.0003570979444400355,1389685215.7083333,CAN,IND
China,India,18786178.741311945,2010,0.013518297905858116,1389685215.7083333,CHN,IND
Czech Republic,India,209303.49532032473,2010,0.00015061216234760124,1389685215.7083333,CZE,IND
Finland,India,104393.21915420402,2010,7.512004731301253e-05,1389685215.7083333,FIN,IND
France,India,635413.6549239901,2010,0.0004572356730442116,1389685215.7083333,FRA,IND
Germany,India,1504905.8280374375,2010,0.0010829113032409829,1389685215.7083333,DEU,IND
Greece,India,169077.10164917528,2010,0.00012166575548045633,1389685215.7083333,GRC,IND
India,India,1300354.7413115136,2010,0.0009357189143360878,1389685215.7083333,IND,IND
Indonesia,India,288298.1298018968,2010,0.00020745570762580867,1389685215.7083333,IDN,IND
Italy,India,1071977.5024277878,2010,0.0007713815260540083,1389685215.7083333,ITA,IND
Japan,India,3605800.2121063834,2010,0.0025946884743020594,1389685215.7083333,JPN,IND
Mexico,India,562951.3949826709,2010,0.00040509274231267565,1389685215.7083333,MEX,IND
Netherlands,India,320064.0594390639,2010,0.00023031407100055013,1389685215.7083333,NLD,IND
Poland,India,367037.65200498176,2010,0.00026411567731754264,1389685215.7083333,POL,IND
RoW Africa,India,755223.012845545,2010,0.0005434489798904581,1389685215.7083333,RoW Africa,IND
RoW America,India,782082.0618245179,2010,0.0005627764136685333,1389685215.7083333,RoW America,IND
RoW Asia and Pacific,India,1273799.2876603587,2010,0.0009166099439369033,1389685215.7083333,RoW Asia and Pacific,IND
RoW EU27,India,651733.7663227095,2010,0.0004689794199116638,1389685215.7083333,RoW EU27,IND
RoW Europe,India,987788.5593442661,2010,0.0007108002216464415,1389685215.7083333,RoW Europe,IND
RoW Middle East,India,1891233.1177202896,2010,0.0013609075611819858,1389685215.7083333,RoW Middle East,IND
Russia,India,1023065.9187209498,2010,0.0007361853656905209,1389685215.7083333,RUS,IND
Slovakia,India,148778.46383590891,2010,0.00010705911105204884,1389685215.7083333,SVK,IND
South Korea,India,1989831.04604521,2010,0.0014318573901147662,1389685215.7083333,KOR,IND
Spain,India,681026.0416249873,2010,0.0004900577727437814,1389685215.7083333,ESP,IND
Sweden,India,190812.24878696198,2010,0.00013730609394855186,1389685215.7083333,SWE,IND
Taiwan,India,523751.55060425366,2010,0.00037688502740334146,1389685215.7083333,TWN,IND
United Kingdom,India,414990.9727628003,2010,0.0002986222837171627,1389685215.7083333,GBR,IND
United States,India,2963737.311367197,2010,0.002132668087611882,1389685215.7083333,USA,IND
Australia,Indonesia,53765.27564542865,2010,3.8688816026602166e-05,1389685215.7083333,AUS,IDN
Austria,Indonesia,37441.89765827929,2010,2.694271856320704e-05,1389685215.7083333,AUT,IDN
Belgium,Indonesia,80006.31538447131,2010,5.75715381297278e-05,1389685215.7083333,BEL,IDN
Brazil,Indonesia,116882.0043815317,2010,8.41068200628126e-05,1389685215.7083333,BRA,IDN
Canada,Indonesia,93084.64022819903,2010,6.69825361715121e-05,1389685215.7083333,CAN,IDN
China,Indonesia,3523811.5360133885,2010,0.002535690454343126,1389685215.7083333,CHN,IDN
Czech Republic,Indonesia,39260.037478670325,2010,2.825102910709112e-05,1389685215.7083333,CZE,IDN
Finland,Indonesia,19581.522954766526,2010,1.4090617597011473e-05,1389685215.7083333,FIN,IDN
France,Indonesia,119187.51537512374,2010,8.576583677215919e-05,1389685215.7083333,FRA,IDN
Germany,Indonesia,282282.2328202526,2010,0.00020312674383340197,1389685215.7083333,DEU,IDN
Greece,Indonesia,31714.58115938849,2010,2.2821413656058307e-05,1389685215.7083333,GRC,IDN
India,Indonesia,243913.63013158826,2010,0.00017551717998760144,1389685215.7083333,IND,IDN
Indonesia,Indonesia,54077.42905287661,2010,3.891343769194013e-05,1389685215.7083333,IDN,IDN
Italy,Indonesia,201075.83779627064,2010,0.00014469164349120657,1389685215.7083333,ITA,IDN
Japan,Indonesia,676356.8323374634,2010,0.00048669786847571747,1389685215.7083333,JPN,IDN
Mexico,Indonesia,105595.43194600326,2010,7.598514451503354e-05,1389685215.7083333,MEX,IDN
Netherlands,Indonesia,60035.91558367127,2010,4.320108964609694e-05,1389685215.7083333,NLD,IDN
Poland,Indonesia,68846.97433962903,2010,4.954141669020865e-05,1389685215.7083333,POL,IDN
RoW Africa,Indonesia,141660.72046955186,2010,0.00010193727246162455,1389685215.7083333,RoW Africa,IDN
RoW America,Indonesia,146698.79317730843,2010,0.00010556260620685593,1389685215.7083333,RoW America,IDN
RoW Asia and Pacific,Indonesia,238932.49667089223,2010,0.00017193281900830073,1389685215.7083333,RoW Asia and Pacific,IDN
RoW EU27,Indonesia,122248.75446744994,2010,8.796866591484807e-05,1389685215.7083333,RoW EU27,IDN
RoW Europe,Indonesia,185284.12413850133,2010,0.00013332812499128487,1389685215.7083333,RoW Europe,IDN
RoW Middle East,Indonesia,354747.45370430086,2010,0.0002552718052220793,1389685215.7083333,RoW Middle East,IDN
Russia,Indonesia,191901.26441984886,2010,0.00013808973589895702,1389685215.7083333,RUS,IDN
Slovakia,Indonesia,27907.06988220474,2010,2.008157643670426e-05,1389685215.7083333,SVK,IDN
South Korea,Indonesia,373241.9286203811,2010,0.00026858019672472145,1389685215.7083333,KOR,IDN
Spain,Indonesia,127743.24535355612,2010,9.192243243981293e-05,1389685215.7083333,ESP,IDN
Sweden,Indonesia,35791.54459253421,2010,2.575514525733152e-05,1389685215.7083333,SWE,IDN
Taiwan,Indonesia,98242.53241839098,2010,7.069409050906252e-05,1389685215.7083333,TWN,IDN
United Kingdom,Indonesia,77841.80257335081,2010,5.601398193883371e-05,1389685215.7083333,GBR,IDN
United States,Indonesia,555922.0851058214,2010,0.0004000345393488723,1389685215.7083333,USA,IDN
Australia,Italy,228548.3431677518,2010,0.00016446051277249786,1389685215.7083333,AUS,ITA
Austria,Italy,159160.05118868416,2010,0.00011452957071832923,1389685215.7083333,AUT,ITA
Belgium,Italy,340095.18085247505,2010,0.00024472821399278247,1389685215.7083333,BEL,ITA
Brazil,Italy,496848.3485567147,2010,0.0003575258216325395,1389685215.7083333,BRA,ITA
Canada,Italy,395689.21113878785,2010,0.0002847329788545689,1389685215.7083333,CAN,ITA
China,Italy,14979208.78813526,2010,0.010778850216450092,1389685215.7083333,CHN,ITA
Czech Republic,Italy,166888.691164803,2010,0.00012009100282450551,1389685215.7083333,CZE,ITA
Finland,Italy,83238.20665989092,2010,5.9897166436691034e-05,1389685215.7083333,FIN,ITA
France,Italy,506648.73787368136,2010,0.00036457805850329824,1389685215.7083333,FRA,ITA
Germany,Italy,1199940.6025546896,2010,0.0008634621632231086,1389685215.7083333,DEU,ITA
Greece,Italy,134814.0721048,2010,9.701051042417849e-05,1389685215.7083333,GRC,ITA
India,Italy,1036841.2558507137,2010,0.0007460979250054321,1389685215.7083333,IND,ITA
Indonesia,Italy,229875.27214082223,2010,0.00016541535416972328,1389685215.7083333,IDN,ITA
Italy,Italy,854744.0675991006,2010,0.0006150630789890292,1389685215.7083333,ITA,ITA
Japan,Italy,2875094.238055417,2010,0.0020688816471217614,1389685215.7083333,JPN,ITA
Mexico,Italy,448870.76717137423,2010,0.0003230017575905356,1389685215.7083333,MEX,ITA
Netherlands,Italy,255203.91488886086,2010,0.0001836415268754093,1389685215.7083333,NLD,ITA
Poland,Italy,292658.4331675466,2010,0.00021059332707830264,1389685215.7083333,POL,ITA
RoW Africa,Italy,602179.0467522661,2010,0.00043332046707090485,1389685215.7083333,RoW Africa,ITA
RoW America,Italy,623595.1761895685,2010,0.0004487312444147412,1389685215.7083333,RoW America,ITA
RoW Asia and Pacific,Italy,1015667.1914410344,2010,0.0007308613346104722,1389685215.7083333,RoW Asia and Pacific,ITA
RoW EU27,Italy,519661.6290669066,2010,0.0003739419713132884,1389685215.7083333,RoW EU27,ITA
RoW Europe,Italy,787615.7963451169,2010,0.000566758419419223,1389685215.7083333,RoW Europe,ITA
RoW Middle East,Italy,1507979.6750149326,2010,0.0010851232048592412,1389685215.7083333,RoW Middle East,ITA
Russia,Italy,815744.2874348853,2010,0.0005869993277715732,1389685215.7083333,RUS,ITA
Slovakia,Italy,118628.89691548122,2010,8.536386195561213e-05,1389685215.7083333,SVK,ITA
South Korea,Italy,1586596.9898785427,2010,0.0011416952356867681,1389685215.7083333,KOR,ITA
Spain,Italy,543017.9019002742,2010,0.00039074885143934834,1389685215.7083333,ESP,ITA
Sweden,Italy,152144.64182361422,2010,0.00010948137038794424,1389685215.7083333,SWE,ITA
Taiwan,Italy,417614.66729881754,2010,0.00030051026130112216,1389685215.7083333,TWN,ITA
United Kingdom,Italy,330894.13728481747,2010,0.0002381072587838953,1389685215.7083333,GBR,ITA
United States,Italy,2363143.6998072932,2010,0.001700488479761786,1389685215.7083333,USA,ITA
Australia,Japan,771542.7549223755,2010,0.000555192460998525,1389685215.7083333,AUS,JPN
Austria,Japan,537298.9460848311,2010,0.0003866335627748373,1389685215.7083333,AUT,JPN
Belgium,Japan,1148107.0777837846,2010,0.0008261634108258003,1389685215.7083333,BEL,JPN
Brazil,Japan,1677280.764022037,2010,0.0012069501388248661,1389685215.7083333,BRA,JPN
Canada,Japan,1335783.6563825929,2010,0.0009612131159513946,1389685215.7083333,CAN,JPN
China,Japan,50567419.20319947,2010,0.03638767875746945,1389685215.7083333,CHN,JPN
Czech Republic,Japan,563389.5954037134,2010,0.000405408065823417,1389685215.7083333,CZE,JPN
Finland,Japan,280998.9156681525,2010,0.00020220328495394204,1389685215.7083333,FIN,JPN
France,Japan,1710365.3128897764,2010,0.001230757364010662,1389685215.7083333,FRA,JPN
Germany,Japan,4050808.0378791625,2010,0.0029149105078551435,1389685215.7083333,DEU,JPN
Greece,Japan,455110.7979661792,2010,0.0003274920052554533,1389685215.7083333,GRC,JPN
India,Japan,3500210.6829429823,2010,0.0025187075773551336,1389685215.7083333,IND,JPN
Indonesia,Japan,776022.2410085836,2010,0.0005584158428375012,1389685215.7083333,IDN,JPN
Italy,Japan,2885479.607773743,2010,0.002076354828530713,1389685215.7083333,ITA,JPN
Japan,Japan,9705859.469246779,2010,0.006984214381455895,1389685215.7083333,JPN,JPN
Mexico,Japan,1515316.101512781,2010,0.001090402405080213,1389685215.7083333,MEX,JPN
Netherlands,Japan,861527.714743721,2010,0.0006199445061409779,1389685215.7083333,NLD,JPN
Poland,Japan,987968.1771345906,2010,0.0007109294723488985,1389685215.7083333,POL,JPN
RoW Africa,Japan,2032860.3954560503,2010,0.0014628207686730593,1389685215.7083333,RoW Africa,JPN
RoW America,Japan,2105157.8359530712,2010,0.0015148450974057865,1389685215.7083333,RoW America,JPN
RoW Asia and Pacific,Japan,3428730.4116982273,2010,0.0024672712733369456,1389685215.7083333,RoW Asia and Pacific,JPN
RoW EU27,Japan,1754294.744316915,2010,0.00126236843026551,1389685215.7083333,RoW EU27,JPN
RoW Europe,Japan,2658865.275985179,2010,0.00191328600601823,1389685215.7083333,RoW Europe,JPN
RoW Middle East,Japan,5090698.82277128,2010,0.003663202835597925,1389685215.7083333,RoW Middle East,JPN
Russia,Japan,2753822.581953315,2010,0.001981616088899435,1389685215.7083333,RUS,JPN
Slovakia,Japan,400472.22887662635,2010,0.0002881747782518522,1389685215.7083333,SVK,JPN
South Korea,Japan,5356098.3268685825,2010,0.0038541809802146725,1389685215.7083333,KOR,JPN
Spain,Japan,1833141.7964982055,2010,0.001319105777176912,1389685215.7083333,ESP,JPN
Sweden,Japan,513616.04624654667,2010,0.00036959164596476806,1389685215.7083333,SWE,JPN
Taiwan,Japan,1409800.4940357055,2010,0.0010144747012488862,1389685215.7083333,TWN,JPN
United Kingdom,Japan,1117045.8206780367,2010,0.000803812120940403,1389685215.7083333,GBR,JPN
United States,Japan,7977596.136291309,2010,0.005740577827349964,1389685215.7083333,USA,JPN
Australia,Mexico,117803.75540451193,2010,8.47701005039954e-05,1389685215.7083333,AUS,MEX
Austria,Mexico,82038.01240324244,2010,5.903352174717282e-05,1389685215.7083333,AUT,MEX
Belgium,Mexico,175299.83799139512,2010,0.00012614355827484533,1389685215.7083333,BEL,MEX
Brazil,Mexico,256097.2344940235,2010,0.000184284348425977,1389685215.7083333,BRA,MEX
Canada,Mexico,203955.4214602652,2010,0.00014676375567276043,1389685215.7083333,CAN,MEX
China,Mexico,7720935.361168332,2010,0.005555887962176321,1389685215.7083333,CHN,MEX
Czech Republic,Mexico,86021.68385375752,2010,6.190012161128994e-05,1389685215.7083333,CZE,MEX
Finland,Mexico,42904.5886562374,2010,3.087360228867989e-05,1389685215.7083333,FIN,MEX
France,Mexico,261148.78108310193,2010,0.00018791937780671602,1389685215.7083333,FRA,MEX
Germany,Mexico,618501.546008025,2010,0.0004450659322102451,1389685215.7083333,DEU,MEX
Greece,Mexico,69489.03407566168,2010,5.0003434799615815e-05,1389685215.7083333,GRC,MEX
India,Mexico,534433.0591688156,2010,0.000384571306600834,1389685215.7083333,IND,MEX
Indonesia,Mexico,118487.7077044465,2010,8.526226397540856e-05,1389685215.7083333,IDN,MEX
Italy,Mexico,440572.25078562374,2010,0.00031703024958861686,1389685215.7083333,ITA,MEX
Japan,Mexico,1481948.5501963324,2010,0.0010663915348922898,1389685215.7083333,JPN,MEX
Mexico,Mexico,231367.50449721745,2010,0.00016648914580219353,1389685215.7083333,MEX,MEX
Netherlands,Mexico,131543.19189963856,2010,9.465682617382527e-05,1389685215.7083333,NLD,MEX
Poland,Mexico,150848.87597681468,2010,0.00010854895358437403,1389685215.7083333,POL,MEX
RoW Africa,Mexico,310389.25866714015,2010,0.00022335220606699218,1389685215.7083333,RoW Africa,MEX
RoW America,Mexico,321428.06068862573,2010,0.00023129558914159663,1389685215.7083333,RoW America,MEX
RoW Asia and Pacific,Mexico,523519.02426955133,2010,0.0003767177043779009,1389685215.7083333,RoW Asia and Pacific,MEX
RoW EU27,Mexico,267856.1950957821,2010,0.00019274594855587764,1389685215.7083333,RoW EU27,MEX
RoW Europe,Mexico,405971.41906538635,2010,0.000292131926335893,1389685215.7083333,RoW Europe,MEX
RoW Middle East,Mexico,777278.2792818635,2010,0.0005593196721789105,1389685215.7083333,RoW Middle East,MEX
Russia,Mexico,420470.0667467154,2010,0.0003025649708249926,1389685215.7083333,RUS,MEX
Slovakia,Mexico,61146.491973720615,2010,4.4000246446137646e-05,1389685215.7083333,SVK,MEX
South Korea,Mexico,817801.0601363812,2010,0.0005884793555348732,1389685215.7083333,KOR,MEX
Spain,Mexico,279895.0316454327,2010,0.00020140894389724656,1389685215.7083333,ESP,MEX
Sweden,Mexico,78421.96268729947,2010,5.6431457858841216e-05,1389685215.7083333,SWE,MEX
Taiwan,Mexico,215256.75403610748,2010,0.00015489605243183756,1389685215.7083333,TWN,MEX
United Kingdom,Mexico,170557.22279466593,2010,0.00012273083203790983,1389685215.7083333,GBR,MEX
United States,Mexico,1218066.9909000276,2010,0.0008765056842597044,1389685215.7083333,USA,MEX
Australia,Netherlands,70464.7315648795,2010,5.070553443929609e-05,1389685215.7083333,AUS,NLD
