exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
Spain,Austria,163495.37,2012,ESP,AUT
Sweden,Austria,47159.91,2012,SWE,AUT
Taiwan,Austria,129715.09,2012,TWN,AUT
United Kingdom,Austria,100868.5,2012,GBR,AUT
United States,Austria,738198.67,2012,USA,AUT
Australia,Belgium,154138.22,2012,AUS,BEL
Austria,Belgium,107849.61,2012,AUT,BEL
Belgium,Belgium,228759.85,2012,BEL,BEL
Brazil,Belgium,341788.42,2012,BRA,BEL
Canada,Belgium,271114.13,2012,CAN,BEL
China,Belgium,10128216.92,2012,CHN,BEL
Czech Republic,Belgium,112095.85,2012,CZE,BEL
Finland,Belgium,56697.43,2012,FIN,BEL
France,Belgium,340757.49,2012,FRA,BEL
Germany,Belgium,812184.97,2012,DEU,BEL
Greece,Belgium,88538.27,2012,GRC,BEL
India,Belgium,684036.42,2012,IND,BEL
Indonesia,Belgium,155713.24,2012,IDN,BEL
Italy,Belgium,575786.9,2012,ITA,BEL
Japan,Belgium,1941424.36,2012,JPN,BEL
Mexico,Belgium,306475.6,2012,MEX,BEL
Netherlands,Belgium,172389.18,2012,NLD,BEL
Poland,Belgium,197555.71,2012,POL,BEL
RoW Africa,Belgium,407272.66,2012,RoW Africa,BEL
RoW America,Belgium,422827.93,2012,RoW America,BEL
RoW Asia and Pacific,Belgium,695289.98,2012,RoW Asia and Pacific,BEL
RoW EU27,Belgium,352178.49,2012,RoW EU27,BEL
RoW Europe,Belgium,536994.33,2012,RoW Europe,BEL
RoW Middle East,Belgium,1032111.97,2012,RoW Middle East,BEL
Russia,Belgium,542237.81,2012,RUS,BEL
Slovakia,Belgium,79783.47,2012,SVK,BEL
South Korea,Belgium,1086244.49,2012,KOR,BEL
Spain,Belgium,359700.29,2012,ESP,BEL
Sweden,Belgium,103754.82,2012,SWE,BEL
Taiwan,Belgium,285381.51,2012,TWN,BEL
United Kingdom,Belgium,221917.18,2012,GBR,BEL
United States,Belgium,1624084.43,2012,USA,BEL
Australia,Brazil,206732.53,2012,AUS,BRA
Austria,Brazil,144649.54,2012,AUT,BRA
Belgium,Brazil,306816.2,2012,BEL,BRA
Brazil,Brazil,458411.83,2012,BRA,BRA
Canada,Brazil,363622.39,2012,CAN,BRA
China,Brazil,13584118.61,2012,CHN,BRA
Czech Republic,Brazil,150344.66,2012,CZE,BRA
Finland,Brazil,76043.46,2012,FIN,BRA
France,Brazil,457029.13,2012,FRA,BRA
Germany,Brazil,1089314.84,2012,DEU,BRA
Greece,Brazil,118748.88,2012,GRC,BRA
India,Brazil,917440.05,2012,IND,BRA
Indonesia,Brazil,208844.96,2012,IDN,BRA
Italy,Brazil,772254.15,2012,ITA,BRA
Japan,Brazil,2603867.88,2012,JPN,BRA
Mexico,Brazil,411049.73,2012,MEX,BRA
Netherlands,Brazil,231210.99,2012,NLD,BRA
Poland,Brazil,264964.72,2012,POL,BRA
RoW Africa,Brazil,546240.29,2012,RoW Africa,BRA
RoW America,Brazil,567103.25,2012,RoW America,BRA
RoW Asia and Pacific,Brazil,932533.49,2012,RoW Asia and Pacific,BRA
RoW EU27,Brazil,472347.15,2012,RoW EU27,BRA
RoW Europe,Brazil,720224.97,2012,RoW Europe,BRA
RoW Middle East,Brazil,1384284.28,2012,RoW Middle East,BRA
Russia,Brazil,727257.61,2012,RUS,BRA
Slovakia,Brazil,107006.81,2012,SVK,BRA
South Korea,Brazil,1456887.63,2012,KOR,BRA
Spain,Brazil,482435.5,2012,ESP,BRA
Sweden,Brazil,139157.54,2012,SWE,BRA
Taiwan,Brazil,382758.02,2012,TWN,BRA
United Kingdom,Brazil,297638.7,2012,GBR,BRA
United States,Brazil,2178246.74,2012,USA,BRA
Australia,Canada,172723.48,2012,AUS,CAN
Austria,Canada,120853.61,2012,AUT,CAN
Belgium,Canada,256342.63,2012,BEL,CAN
Brazil,Canada,382999.64,2012,BRA,CAN
Canada,Canada,303803.78,2012,CAN,CAN
China,Canada,11349429.11,2012,CHN,CAN
Czech Republic,Canada,125611.84,2012,CZE,CAN
Finland,Canada,63533.74,2012,FIN,CAN
France,Canada,381844.41,2012,FRA,CAN
Germany,Canada,910114.37,2012,DEU,CAN
Greece,Canada,99213.8,2012,GRC,CAN
India,Canada,766514.28,2012,IND,CAN
Indonesia,Canada,174488.4,2012,IDN,CAN
Italy,Canada,645212.55,2012,ITA,CAN
Japan,Canada,2175512.07,2012,JPN,CAN
Mexico,Canada,343428.97,2012,MEX,CAN
Netherlands,Canada,193175.04,2012,NLD,CAN
Poland,Canada,221376.04,2012,POL,CAN
RoW Africa,Canada,456379.66,2012,RoW Africa,CAN
RoW America,Canada,473810.51,2012,RoW America,CAN
RoW Asia and Pacific,Canada,779124.73,2012,RoW Asia and Pacific,CAN
RoW EU27,Canada,394642.5,2012,RoW EU27,CAN
RoW Europe,Canada,601742.55,2012,RoW Europe,CAN
RoW Middle East,Canada,1156559.12,2012,RoW Middle East,CAN
Russia,Canada,607618.27,2012,RUS,CAN
Slovakia,Canada,89403.39,2012,SVK,CAN
South Korea,Canada,1217218.68,2012,KOR,CAN
Spain,Canada,403071.24,2012,ESP,CAN
Sweden,Canada,116265.08,2012,SWE,CAN
Taiwan,Canada,319791.45,2012,TWN,CAN
United Kingdom,Canada,248674.9,2012,GBR,CAN
United States,Canada,1819908.8,2012,USA,CAN
Australia,China,5422742.68,2012,AUS,CHN
Austria,China,3794261.4,2012,AUT,CHN
Belgium,China,8048009.13,2012,BEL,CHN
Brazil,China,12024471.42,2012,BRA,CHN
Canada,China,9538076.44,2012,CAN,CHN
China,China,356321185.98,2012,CHN,CHN
Czech Republic,China,3943648.42,2012,CZE,CHN
Finland,China,1994674.52,2012,FIN,CHN
France,China,11988202.39,2012,FRA,CHN
Germany,China,28573510.59,2012,DEU,CHN
Greece,China,3114868.4,2012,GRC,CHN
India,China,24065111.44,2012,IND,CHN
Indonesia,China,5478153.28,2012,IDN,CHN
Italy,China,20256781.02,2012,ITA,CHN
Japan,China,68301324.4,2012,JPN,CHN
Mexico,China,10782129.66,2012,MEX,CHN
Netherlands,China,6064830.24,2012,NLD,CHN
Poland,China,6950214.96,2012,POL,CHN
RoW Africa,China,14328275.09,2012,RoW Africa,CHN
RoW America,China,14875525.52,2012,RoW America,CHN
RoW Asia and Pacific,China,24461023.2,2012,RoW Asia and Pacific,CHN
RoW EU27,China,12390005.0,2012,RoW EU27,CHN
RoW Europe,China,18892018.15,2012,RoW Europe,CHN
RoW Middle East,China,36310770.78,2012,RoW Middle East,CHN
Russia,China,19076489.24,2012,RUS,CHN
Slovakia,China,2806865.44,2012,SVK,CHN
South Korea,China,38215208.86,2012,KOR,CHN
Spain,China,12654629.71,2012,ESP,CHN
Sweden,China,3650202.18,2012,SWE,CHN
Taiwan,China,10040017.76,2012,TWN,CHN
United Kingdom,China,7807276.75,2012,GBR,CHN
United States,China,57136976.17,2012,USA,CHN
Australia,Czech Republic,75594.81,2012,AUS,CZE
Austria,Czech Republic,52893.24,2012,AUT,CZE
Belgium,Czech Republic,112191.88,2012,BEL,CZE
Brazil,Czech Republic,167625.06,2012,BRA,CZE
Canada,Czech Republic,132963.9,2012,CAN,CZE
China,Czech Republic,4967233.78,2012,CHN,CZE
Czech Republic,Czech Republic,54975.75,2012,CZE,CZE
Finland,Czech Republic,27806.41,2012,FIN,CZE
France,Czech Republic,167119.46,2012,FRA,CZE
Germany,Czech Republic,398324.08,2012,DEU,CZE
Greece,Czech Republic,43422.28,2012,GRC,CZE
India,Czech Republic,335475.52,2012,IND,CZE
Indonesia,Czech Republic,76367.25,2012,IDN,CZE
Italy,Czech Republic,282386.15,2012,ITA,CZE
Japan,Czech Republic,952142.78,2012,JPN,CZE
Mexico,Czech Republic,150306.41,2012,MEX,CZE
Netherlands,Czech Republic,84545.72,2012,NLD,CZE
Poland,Czech Republic,96888.27,2012,POL,CZE
RoW Africa,Czech Republic,199740.84,2012,RoW Africa,CZE
RoW America,Czech Republic,207369.69,2012,RoW America,CZE
RoW Asia and Pacific,Czech Republic,340994.66,2012,RoW Asia and Pacific,CZE
RoW EU27,Czech Republic,172720.72,2012,RoW EU27,CZE
RoW Europe,Czech Republic,263360.91,2012,RoW Europe,CZE
RoW Middle East,Czech Republic,506184.01,2012,RoW Middle East,CZE
Russia,Czech Republic,265932.49,2012,RUS,CZE
Slovakia,Czech Republic,39128.62,2012,SVK,CZE
South Korea,Czech Republic,532732.5,2012,KOR,CZE
Spain,Czech Republic,176409.67,2012,ESP,CZE
Sweden,Czech Republic,50885.01,2012,SWE,CZE
Taiwan,Czech Republic,139961.13,2012,TWN,CZE
United Kingdom,Czech Republic,108835.99,2012,GBR,CZE
United States,Czech Republic,796508.12,2012,USA,CZE
Australia,Finland,41170.78,2012,AUS,FIN
Austria,Finland,28806.95,2012,AUT,FIN
Belgium,Finland,61102.44,2012,BEL,FIN
Brazil,Finland,91292.71,2012,BRA,FIN
Canada,Finland,72415.39,2012,CAN,FIN
China,Finland,2705277.06,2012,CHN,FIN
Czech Republic,Finland,29941.14,2012,CZE,FIN
Finland,Finland,15144.05,2012,FIN,FIN
France,Finland,91017.35,2012,FRA,FIN
Germany,Finland,216937.04,2012,DEU,FIN
Greece,Finland,23648.84,2012,GRC,FIN
India,Finland,182708.18,2012,IND,FIN
Indonesia,Finland,41591.47,2012,IDN,FIN
Italy,Finland,153794.41,2012,ITA,FIN
Japan,Finland,518560.26,2012,JPN,FIN
Mexico,Finland,81860.55,2012,MEX,FIN
Netherlands,Finland,46045.67,2012,NLD,FIN
Poland,Finland,52767.72,2012,POL,FIN
RoW Africa,Finland,108783.75,2012,RoW Africa,FIN
RoW America,Finland,112938.61,2012,RoW America,FIN
RoW Asia and Pacific,Finland,185714.03,2012,RoW Asia and Pacific,FIN
RoW EU27,Finland,94067.93,2012,RoW EU27,FIN
RoW Europe,Finland,143432.79,2012,RoW Europe,FIN
RoW Middle East,Finland,275680.2,2012,RoW Middle East,FIN
Russia,Finland,144833.34,2012,RUS,FIN
Slovakia,Finland,21310.4,2012,SVK,FIN
South Korea,Finland,290139.15,2012,KOR,FIN
Spain,Finland,96077.02,2012,ESP,FIN
Sweden,Finland,27713.22,2012,SWE,FIN
Taiwan,Finland,76226.26,2012,TWN,FIN
United Kingdom,Finland,59274.74,2012,GBR,FIN
United States,Finland,433797.81,2012,USA,FIN
Australia,France,247948.28,2012,AUS,FRA
Austria,France,173487.97,2012,AUT,FRA
Belgium,France,367985.38,2012,BEL,FRA
Brazil,France,549804.26,2012,BRA,FRA
Canada,France,436116.89,2012,CAN,FRA
China,France,16292350.71,2012,CHN,FRA
Czech Republic,France,180318.5,2012,CZE,FRA
Finland,France,91204.05,2012,FIN,FRA
France,France,548145.9,2012,FRA,FRA
Germany,France,1306488.85,2012,DEU,FRA
Greece,France,142423.55,2012,GRC,FRA
India,France,1100347.81,2012,IND,FRA
Indonesia,France,250481.86,2012,IDN,FRA
Italy,France,926216.55,2012,ITA,FRA
Japan,France,3122994.58,2012,JPN,FRA
Mexico,France,492999.7,2012,MEX,FRA
Netherlands,France,277306.95,2012,NLD,FRA
Poland,France,317790.08,2012,POL,FRA
RoW Africa,France,655142.87,2012,RoW Africa,FRA
RoW America,France,680165.22,2012,RoW America,FRA
RoW Asia and Pacific,France,1118450.39,2012,RoW Asia and Pacific,FRA
RoW EU27,France,566517.83,2012,RoW EU27,FRA
RoW Europe,France,863814.44,2012,RoW Europe,FRA
RoW Middle East,France,1660265.61,2012,RoW Middle East,FRA
Russia,France,872249.15,2012,RUS,FRA
Slovakia,France,128340.49,2012,SVK,FRA
South Korea,France,1747343.72,2012,KOR,FRA
Spain,France,578617.48,2012,ESP,FRA
Sweden,France,166901.03,2012,SWE,FRA
Taiwan,France,459067.54,2012,TWN,FRA
United Kingdom,France,356978.19,2012,GBR,FRA
United States,France,2612518.4,2012,USA,FRA
Australia,Germany,548048.47,2012,AUS,DEU
Austria,Germany,383466.32,2012,AUT,DEU
Belgium,Germany,813370.53,2012,BEL,DEU
Brazil,Germany,1215250.95,2012,BRA,DEU
Canada,Germany,963963.9,2012,CAN,DEU
China,Germany,36011533.72,2012,CHN,DEU
Czech Republic,Germany,398564.09,2012,CZE,DEU
Finland,Germany,201591.41,2012,FIN,DEU
France,Germany,1211585.42,2012,FRA,DEU
Germany,Germany,2887776.48,2012,DEU,DEU
Greece,Germany,314803.59,2012,GRC,DEU
India,Germany,2432135.97,2012,IND,DEU
Indonesia,Germany,553648.53,2012,IDN,DEU
Italy,Germany,2047247.77,2012,ITA,DEU
Japan,Germany,6902860.52,2012,JPN,DEU
Mexico,Germany,1089693.91,2012,MEX,DEU
Netherlands,Germany,612940.93,2012,NLD,DEU
Poland,Germany,702422.17,2012,POL,DEU
RoW Africa,Germany,1448084.43,2012,RoW Africa,DEU
RoW America,Germany,1503392.19,2012,RoW America,DEU
RoW Asia and Pacific,Germany,2472148.71,2012,RoW Asia and Pacific,DEU
RoW EU27,Germany,1252193.53,2012,RoW EU27,DEU
RoW Europe,Germany,1909318.26,2012,RoW Europe,DEU
RoW Middle East,Germany,3669741.23,2012,RoW Middle East,DEU
Russia,Germany,1927961.8,2012,RUS,DEU
Slovakia,Germany,283675.33,2012,SVK,DEU
South Korea,Germany,3862212.9,2012,KOR,DEU
Spain,Germany,1278937.77,2012,ESP,DEU
Sweden,Germany,368907.0,2012,SWE,DEU
Taiwan,Germany,1014692.51,2012,TWN,DEU
United Kingdom,Germany,789040.96,2012,GBR,DEU
United States,Germany,5774537.76,2012,USA,DEU
Australia,Greece,60468.1,2012,AUS,GRC
Austria,Greece,42309.18,2012,AUT,GRC
Belgium,Greece,89742.02,2012,BEL,GRC
Brazil,Greece,134082.89,2012,BRA,GRC
Canada,Greece,106357.51,2012,CAN,GRC
China,Greece,3973278.45,2012,CHN,GRC
Czech Republic,Greece,43974.97,2012,CZE,GRC
Finland,Greece,22242.28,2012,FIN,GRC
France,Greece,133678.46,2012,FRA,GRC
Germany,Greece,318618.48,2012,DEU,GRC
Greece,Greece,34733.38,2012,GRC,GRC
India,Greece,268346.07,2012,IND,GRC
Indonesia,Greece,61085.98,2012,IDN,GRC
Italy,Greece,225880.01,2012,ITA,GRC
Japan,Greece,761616.74,2012,JPN,GRC
Mexico,Greece,120229.74,2012,MEX,GRC
Netherlands,Greece,67627.92,2012,NLD,GRC
Poland,Greece,77500.69,2012,POL,GRC
RoW Africa,Greece,159772.22,2012,RoW Africa,GRC
RoW America,Greece,165874.52,2012,RoW America,GRC
RoW Asia and Pacific,Greece,272760.81,2012,RoW Asia and Pacific,GRC
RoW EU27,Greece,138158.89,2012,RoW EU27,GRC
RoW Europe,Greece,210661.76,2012,RoW Europe,GRC
RoW Middle East,Greece,404895.38,2012,RoW Middle East,GRC
Russia,Greece,212718.77,2012,RUS,GRC
Slovakia,Greece,31298.89,2012,SVK,GRC
South Korea,Greece,426131.46,2012,KOR,GRC
Spain,Greece,141109.68,2012,ESP,GRC
Sweden,Greece,40702.8,2012,SWE,GRC
Taiwan,Greece,111954.57,2012,TWN,GRC
United Kingdom,Greece,87057.65,2012,GBR,GRC
United States,Greece,637124.95,2012,USA,GRC
Australia,India,484143.81,2012,AUS,IND
Austria,India,338752.6,2012,AUT,IND
Belgium,India,718528.24,2012,BEL,IND
Brazil,India,1073547.78,2012,BRA,IND
Canada,India,851561.82,2012,CAN,IND
China,India,31812443.51,2012,CHN,IND
Czech Republic,India,352089.9,2012,CZE,IND
Finland,India,178085.03,2012,FIN,IND
France,India,1070309.67,2012,FRA,IND
Germany,India,2551050.08,2012,DEU,IND
Greece,India,278096.22,2012,GRC,IND
India,India,2148539.09,2012,IND,IND
Indonesia,India,489090.88,2012,IDN,IND
Italy,India,1808530.41,2012,ITA,IND
Japan,India,6097959.12,2012,JPN,IND
Mexico,India,962631.2,2012,MEX,IND
Netherlands,India,541469.54,2012,NLD,IND
Poland,India,620516.91,2012,POL,IND
RoW Africa,India,1279231.94,2012,RoW Africa,IND
RoW America,India,1328090.59,2012,RoW America,IND
RoW Asia and Pacific,India,2183886.19,2012,RoW Asia and Pacific,IND
RoW EU27,India,1106182.71,2012,RoW EU27,IND
RoW Europe,India,1686684.05,2012,RoW Europe,IND
RoW Middle East,India,3241834.59,2012,RoW Middle East,IND
Russia,India,1703153.67,2012,RUS,IND
Slovakia,India,250597.64,2012,SVK,IND
South Korea,India,3411863.29,2012,KOR,IND
Spain,India,1129808.47,2012,ESP,IND
Sweden,India,325890.95,2012,SWE,IND
Taiwan,India,896375.27,2012,TWN,IND
United Kingdom,India,697035.6,2012,GBR,IND
United States,India,5101203.35,2012,USA,IND
Australia,Indonesia,88724.65,2012,AUS,IDN
Austria,Indonesia,62080.12,2012,AUT,IDN
Belgium,Indonesia,131678.16,2012,BEL,IDN
Brazil,Indonesia,196739.37,2012,BRA,IDN
Canada,Indonesia,156058.01,2012,CAN,IDN
China,Indonesia,5829978.07,2012,CHN,IDN
Czech Republic,Indonesia,64524.32,2012,CZE,IDN
Finland,Indonesia,32636.03,2012,FIN,IDN
France,Indonesia,196145.95,2012,FRA,IDN
Germany,Indonesia,467507.82,2012,DEU,IDN
Greece,Indonesia,50964.17,2012,GRC,IDN
India,Indonesia,393743.28,2012,IND,IDN
Indonesia,Indonesia,89631.25,2012,IDN,IDN
Italy,Indonesia,331432.97,2012,ITA,IDN
Japan,Indonesia,1117517.67,2012,JPN,IDN
Mexico,Indonesia,176412.69,2012,MEX,IDN
Netherlands,Indonesia,99230.21,2012,NLD,IDN
Poland,Indonesia,113716.51,2012,POL,IDN
RoW Africa,Indonesia,234433.24,2012,RoW Africa,IDN
RoW America,Indonesia,243387.12,2012,RoW America,IDN
RoW Asia and Pacific,Indonesia,400221.02,2012,RoW Asia and Pacific,IDN
RoW EU27,Indonesia,202720.07,2012,RoW EU27,IDN
RoW Europe,Indonesia,309103.29,2012,RoW Europe,IDN
RoW Middle East,Indonesia,594101.63,2012,RoW Middle East,IDN
Russia,Indonesia,312121.53,2012,RUS,IDN
Slovakia,Indonesia,45924.76,2012,SVK,IDN
South Korea,Indonesia,625261.25,2012,KOR,IDN
Spain,Indonesia,207049.75,2012,ESP,IDN
Sweden,Indonesia,59723.08,2012,SWE,IDN
Taiwan,Indonesia,164270.57,2012,TWN,IDN
United Kingdom,Indonesia,127739.39,2012,GBR,IDN
United States,Indonesia,934851.28,2012,USA,IDN
Australia,Italy,374404.4,2012,AUS,ITA
Austria,Italy,261968.57,2012,AUT,ITA
Belgium,Italy,555661.63,2012,BEL,ITA
Brazil,Italy,830209.97,2012,BRA,ITA
Canada,Italy,658540.89,2012,CAN,ITA
China,Italy,24601613.6,2012,CHN,ITA
Czech Republic,Italy,272282.76,2012,CZE,ITA
Finland,Italy,137719.04,2012,FIN,ITA
France,Italy,827705.83,2012,FRA,ITA
Germany,Italy,1972811.31,2012,DEU,ITA
Greece,Italy,215060.99,2012,GRC,ITA
India,Italy,1661536.27,2012,IND,ITA
Indonesia,Italy,378230.14,2012,IDN,ITA
Italy,Italy,1398596.32,2012,ITA,ITA
Japan,Italy,4715753.25,2012,JPN,ITA
Mexico,Italy,744434.51,2012,MEX,ITA
Netherlands,Italy,418736.29,2012,NLD,ITA
Poland,Italy,479866.23,2012,POL,ITA
RoW Africa,Italy,989272.32,2012,RoW Africa,ITA
RoW America,Italy,1027056.33,2012,RoW America,ITA
RoW Asia and Pacific,Italy,1688871.35,2012,RoW Asia and Pacific,ITA
RoW EU27,Italy,855447.63,2012,RoW EU27,ITA
RoW Europe,Italy,1304368.5,2012,RoW Europe,ITA
RoW Middle East,Italy,2507017.79,2012,RoW Middle East,ITA
Russia,Italy,1317105.0,2012,RUS,ITA
Slovakia,Italy,193795.43,2012,SVK,ITA
South Korea,Italy,2638506.6,2012,KOR,ITA
Spain,Italy,873718.21,2012,ESP,ITA
Sweden,Italy,252022.24,2012,SWE,ITA
Taiwan,Italy,693196.61,2012,TWN,ITA
United Kingdom,Italy,539040.66,2012,GBR,ITA
United States,Italy,3944929.08,2012,USA,ITA
Australia,Japan,1272974.47,2012,AUS,JPN
Austria,Japan,890692.81,2012,AUT,JPN
Belgium,Japan,1889248.82,2012,BEL,JPN
Brazil,Japan,2822712.8,2012,BRA,JPN
Canada,Japan,2239038.17,2012,CAN,JPN
China,Japan,83645454.1,2012,CHN,JPN
Czech Republic,Japan,925761.01,2012,CZE,JPN
Finland,Japan,468244.56,2012,FIN,JPN
France,Japan,2814198.74,2012,FRA,JPN
Germany,Japan,6707555.89,2012,DEU,JPN
Greece,Japan,731207.1,2012,GRC,JPN
India,Japan,5649221.13,2012,IND,JPN
Indonesia,Japan,1285981.96,2012,IDN,JPN
Italy,Japan,4755225.66,2012,ITA,JPN
Japan,Japan,16033554.89,2012,JPN,JPN
Mexico,Japan,2531076.36,2012,MEX,JPN
Netherlands,Japan,1423702.83,2012,NLD,JPN
Poland,Japan,1631544.54,2012,POL,JPN
RoW Africa,Japan,3363524.61,2012,RoW Africa,JPN
RoW America,Japan,3491990.19,2012,RoW America,JPN
RoW Asia and Pacific,Japan,5742160.37,2012,RoW Asia and Pacific,JPN
RoW EU27,Japan,2908520.84,2012,RoW EU27,JPN
RoW Europe,Japan,4434851.19,2012,RoW Europe,JPN
RoW Middle East,Japan,8523857.21,2012,RoW Middle East,JPN
Russia,Japan,4478155.29,2012,RUS,JPN
Slovakia,Japan,658904.22,2012,SVK,JPN
South Korea,Japan,8970919.0,2012,KOR,JPN
Spain,Japan,2970640.79,2012,ESP,JPN
Sweden,Japan,856875.29,2012,SWE,JPN
Taiwan,Japan,2356867.56,2012,TWN,JPN
United Kingdom,Japan,1832737.53,2012,GBR,JPN
United States,Japan,13412753.73,2012,USA,JPN
Australia,Mexico,190636.39,2012,AUS,MEX
Austria,Mexico,133387.17,2012,AUT,MEX
Belgium,Mexico,282927.57,2012,BEL,MEX
Brazil,Mexico,422720.01,2012,BRA,MEX
Canada,Mexico,335310.85,2012,CAN,MEX
China,Mexico,12526462.84,2012,CHN,MEX
Czech Republic,Mexico,138638.87,2012,CZE,MEX
Finland,Mexico,70122.74,2012,FIN,MEX
France,Mexico,421444.97,2012,FRA,MEX
Germany,Mexico,1004501.09,2012,DEU,MEX
Greece,Mexico,109503.12,2012,GRC,MEX
India,Mexico,846008.42,2012,IND,MEX
Indonesia,Mexico,192584.35,2012,IDN,MEX
Italy,Mexico,712126.66,2012,ITA,MEX
Japan,Mexico,2401131.44,2012,JPN,MEX
Mexico,Mexico,379045.51,2012,MEX,MEX
Netherlands,Mexico,213208.96,2012,NLD,MEX
Poland,Mexico,244334.64,2012,POL,MEX
RoW Africa,Mexico,503710.17,2012,RoW Africa,MEX
RoW America,Mexico,522948.75,2012,RoW America,MEX
RoW Asia and Pacific,Mexico,859926.69,2012,RoW Asia and Pacific,MEX
RoW EU27,Mexico,435570.33,2012,RoW EU27,MEX
RoW Europe,Mexico,664148.45,2012,RoW Europe,MEX
RoW Middle East,Mexico,1276504.29,2012,RoW Middle East,MEX
Russia,Mexico,670633.53,2012,RUS,MEX
Slovakia,Mexico,98675.29,2012,SVK,MEX
South Korea,Mexico,1343454.76,2012,KOR,MEX
Spain,Mexico,444873.21,2012,ESP,MEX
Sweden,Mexico,128322.77,2012,SWE,MEX
Taiwan,Mexico,352956.59,2012,TWN,MEX
United Kingdom,Mexico,274464.63,2012,GBR,MEX
United States,Mexico,2008649.04,2012,USA,MEX
Australia,Netherlands,115355.92,2012,AUS,NLD
Austria,Netherlands,80713.86,2012,AUT,NLD
Belgium,Netherlands,171202.2,2012,BEL,NLD
Brazil,Netherlands,255791.95,2012,BRA,NLD
Canada,Netherlands,202899.83,2012,CAN,NLD
China,Netherlands,7579883.32,2012,CHN,NLD
Czech Republic,Netherlands,83891.71,2012,CZE,NLD
Finland,Netherlands,42431.94,2012,FIN,NLD
France,Netherlands,255020.41,2012,FRA,NLD
Germany,Netherlands,607833.28,2012,DEU,NLD
Greece,Netherlands,66261.4,2012,GRC,NLD
India,Netherlands,511927.84,2012,IND,NLD
Indonesia,Netherlands,116534.64,2012,IDN,NLD
Italy,Netherlands,430914.7,2012,ITA,NLD
Japan,Netherlands,1452947.76,2012,JPN,NLD
Mexico,Netherlands,229364.09,2012,MEX,NLD
Netherlands,Netherlands,129014.8,2012,NLD,NLD
Poland,Netherlands,147849.25,2012,POL,NLD
RoW Africa,Netherlands,304799.88,2012,RoW Africa,NLD
RoW America,Netherlands,316441.32,2012,RoW America,NLD
RoW Asia and Pacific,Netherlands,520349.92,2012,RoW Asia and Pacific,NLD
RoW EU27,Netherlands,263567.8,2012,RoW EU27,NLD
RoW Europe,Netherlands,401882.62,2012,RoW Europe,NLD
RoW Middle East,Netherlands,772425.04,2012,RoW Middle East,NLD
Russia,Netherlands,405806.81,2012,RUS,NLD
Slovakia,Netherlands,59709.37,2012,SVK,NLD
South Korea,Netherlands,812937.42,2012,KOR,NLD
Spain,Netherlands,269197.06,2012,ESP,NLD
Sweden,Netherlands,77649.34,2012,SWE,NLD
Taiwan,Netherlands,213577.43,2012,TWN,NLD
United Kingdom,Netherlands,166081.19,2012,GBR,NLD
United States,Netherlands,1215452.88,2012,USA,NLD
Australia,Poland,128360.57,2012,AUS,POL
Austria,Poland,89813.14,2012,AUT,POL
Belgium,Poland,190502.68,2012,BEL,POL
Brazil,Poland,284628.66,2012,BRA,POL
Canada,Poland,225773.74,2012,CAN,POL
China,Poland,8434401.57,2012,CHN,POL
Czech Republic,Poland,93349.25,2012,CZE,POL
Finland,Poland,47215.51,2012,FIN,POL
France,Poland,283770.14,2012,FRA,POL
Germany,Poland,676357.38,2012,DEU,POL
Greece,Poland,73731.37,2012,GRC,POL
India,Poland,569640.04,2012,IND,POL
Indonesia,Poland,129672.18,2012,IDN,POL
Italy,Poland,479493.87,2012,ITA,POL
Japan,Poland,1616745.85,2012,JPN,POL
Mexico,Poland,255221.45,2012,MEX,POL
Netherlands,Poland,143559.28,2012,NLD,POL
Poland,Poland,164517.03,2012,POL,POL
RoW Africa,Poland,339161.49,2012,RoW Africa,POL
RoW America,Poland,352115.34,2012,RoW America,POL
RoW Asia and Pacific,Poland,579011.58,2012,RoW Asia and Pacific,POL
RoW EU27,Poland,293281.12,2012,RoW EU27,POL
RoW Europe,Poland,447188.87,2012,RoW Europe,POL
RoW Middle East,Poland,859504.39,2012,RoW Middle East,POL
Russia,Poland,451555.44,2012,RUS,POL
Slovakia,Poland,66440.7,2012,SVK,POL
South Korea,Poland,904583.93,2012,KOR,POL
Spain,Poland,299545.0,2012,ESP,POL
Sweden,Poland,86403.14,2012,SWE,POL
Taiwan,Poland,237655.08,2012,TWN,POL
United Kingdom,Poland,184804.36,2012,GBR,POL
United States,Poland,1352476.98,2012,USA,POL
Australia,RoW Africa,228983.72,2012,AUS,RoW Africa
Austria,RoW Africa,160218.57,2012,AUT,RoW Africa
Belgium,RoW Africa,339839.67,2012,BEL,RoW Africa
Brazil,RoW Africa,507751.95,2012,BRA,RoW Africa
Canada,RoW Africa,402760.07,2012,CAN,RoW Africa
China,RoW Africa,15046214.65,2012,CHN,RoW Africa
Czech Republic,RoW Africa,166526.67,2012,CZE,RoW Africa
Finland,RoW Africa,84228.22,2012,FIN,RoW Africa
France,RoW Africa,506220.44,2012,FRA,RoW Africa
Germany,RoW Africa,1206560.8,2012,DEU,RoW Africa
Greece,RoW Africa,131530.15,2012,GRC,RoW Africa
India,RoW Africa,1016186.65,2012,IND,RoW Africa
Indonesia,RoW Africa,231323.52,2012,IDN,RoW Africa
Italy,RoW Africa,855373.99,2012,ITA,RoW Africa
Japan,RoW Africa,2884129.34,2012,JPN,RoW Africa
Mexico,RoW Africa,455292.15,2012,MEX,RoW Africa
