exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
Netherlands,RoW Africa,256096.86,2012,NLD,RoW Africa
Poland,RoW Africa,293483.6,2012,POL,RoW Africa
RoW Africa,RoW Africa,605033.64,2012,RoW Africa,RoW Africa
RoW America,RoW Africa,628142.13,2012,RoW America,RoW Africa
RoW Asia and Pacific,RoW Africa,1032904.64,2012,RoW Asia and Pacific,RoW Africa
RoW EU27,RoW Africa,523187.18,2012,RoW EU27,RoW Africa
RoW Europe,RoW Africa,797744.76,2012,RoW Europe,RoW Africa
RoW Middle East,RoW Africa,1533278.61,2012,RoW Middle East,RoW Africa
Russia,RoW Africa,805534.34,2012,RUS,RoW Africa
Slovakia,RoW Africa,118524.25,2012,SVK,RoW Africa
South Korea,RoW Africa,1613696.46,2012,KOR,RoW Africa
Spain,RoW Africa,534361.36,2012,ESP,RoW Africa
Sweden,RoW Africa,154135.45,2012,SWE,RoW Africa
Taiwan,RoW Africa,423955.32,2012,TWN,RoW Africa
United Kingdom,RoW Africa,329674.37,2012,GBR,RoW Africa
United States,RoW Africa,2412697.43,2012,USA,RoW Africa
Australia,RoW America,256840.18,2012,AUS,RoW America
Austria,RoW America,179709.58,2012,AUT,RoW America
Belgium,RoW America,381182.05,2012,BEL,RoW America
Brazil,RoW America,569521.3,2012,BRA,RoW America
Canada,RoW America,451756.88,2012,CAN,RoW America
China,RoW America,16876625.83,2012,CHN,RoW America
Czech Republic,RoW America,186785.07,2012,CZE,RoW America
Finland,RoW America,94474.81,2012,FIN,RoW America
France,RoW America,567803.47,2012,FRA,RoW America
Germany,RoW America,1353342.06,2012,DEU,RoW America
Greece,RoW America,147531.13,2012,GRC,RoW America
India,RoW America,1139808.4,2012,IND,RoW America
Indonesia,RoW America,259464.63,2012,IDN,RoW America
Italy,RoW America,959432.46,2012,ITA,RoW America
Japan,RoW America,3234991.18,2012,JPN,RoW America
Mexico,RoW America,510679.62,2012,MEX,RoW America
Netherlands,RoW America,287251.71,2012,NLD,RoW America
Poland,RoW America,329186.65,2012,POL,RoW America
RoW Africa,RoW America,678637.55,2012,RoW Africa,RoW America
RoW America,RoW America,704557.26,2012,RoW America,RoW America
RoW Asia and Pacific,RoW America,1158560.18,2012,RoW Asia and Pacific,RoW America
RoW EU27,RoW America,586834.26,2012,RoW EU27,RoW America
RoW Europe,RoW America,894792.49,2012,RoW Europe,RoW America
RoW Middle East,RoW America,1719805.94,2012,RoW Middle East,RoW America
Russia,RoW America,903529.69,2012,RUS,RoW America
Slovakia,RoW America,132943.03,2012,SVK,RoW America
South Korea,RoW America,1810006.83,2012,KOR,RoW America
Spain,RoW America,599367.81,2012,ESP,RoW America
Sweden,RoW America,172886.43,2012,SWE,RoW America
Taiwan,RoW America,475530.59,2012,TWN,RoW America
United Kingdom,RoW America,369780.11,2012,GBR,RoW America
United States,RoW America,2706208.35,2012,USA,RoW America
Australia,RoW Asia and Pacific,419387.59,2012,AUS,RoW Asia and Pacific
Austria,RoW Asia and Pacific,293443.05,2012,AUT,RoW Asia and Pacific
Belgium,RoW Asia and Pacific,622422.15,2012,BEL,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,929956.38,2012,BRA,RoW Asia and Pacific
Canada,RoW Asia and Pacific,737661.95,2012,CAN,RoW Asia and Pacific
China,RoW Asia and Pacific,27557399.18,2012,CHN,RoW Asia and Pacific
Czech Republic,RoW Asia and Pacific,304996.44,2012,CZE,RoW Asia and Pacific
Finland,RoW Asia and Pacific,154265.43,2012,FIN,RoW Asia and Pacific
France,RoW Asia and Pacific,927151.38,2012,FRA,RoW Asia and Pacific
Germany,RoW Asia and Pacific,2209836.71,2012,DEU,RoW Asia and Pacific
Greece,RoW Asia and Pacific,240899.71,2012,GRC,RoW Asia and Pacific
India,RoW Asia and Pacific,1861163.21,2012,IND,RoW Asia and Pacific
Indonesia,RoW Asia and Pacific,423672.97,2012,IDN,RoW Asia and Pacific
Italy,RoW Asia and Pacific,1566632.08,2012,ITA,RoW Asia and Pacific
Japan,RoW Asia and Pacific,5282332.16,2012,JPN,RoW Asia and Pacific
Mexico,RoW Asia and Pacific,833875.34,2012,MEX,RoW Asia and Pacific
Netherlands,RoW Asia and Pacific,469045.78,2012,NLD,RoW Asia and Pacific
Poland,RoW Asia and Pacific,537520.24,2012,POL,RoW Asia and Pacific
RoW Africa,RoW Asia and Pacific,1108129.44,2012,RoW Africa,RoW Asia and Pacific
RoW America,RoW Asia and Pacific,1150453.05,2012,RoW America,RoW Asia and Pacific
RoW Asia and Pacific,RoW Asia and Pacific,1891782.49,2012,RoW Asia and Pacific,RoW Asia and Pacific
RoW EU27,RoW Asia and Pacific,958226.25,2012,RoW EU27,RoW Asia and Pacific
RoW Europe,RoW Asia and Pacific,1461083.16,2012,RoW Europe,RoW Asia and Pacific
RoW Middle East,RoW Asia and Pacific,2808225.96,2012,RoW Middle East,RoW Asia and Pacific
Russia,RoW Asia and Pacific,1475349.91,2012,RUS,RoW Asia and Pacific
Slovakia,RoW Asia and Pacific,217079.18,2012,SVK,RoW Asia and Pacific
South Korea,RoW Asia and Pacific,2955512.63,2012,KOR,RoW Asia and Pacific
Spain,RoW Asia and Pacific,978691.97,2012,ESP,RoW Asia and Pacific
Sweden,RoW Asia and Pacific,282301.71,2012,SWE,RoW Asia and Pacific
Taiwan,RoW Asia and Pacific,776481.41,2012,TWN,RoW Asia and Pacific
United Kingdom,RoW Asia and Pacific,603804.24,2012,GBR,RoW Asia and Pacific
United States,RoW Asia and Pacific,4418896.55,2012,USA,RoW Asia and Pacific
Australia,RoW EU27,213205.45,2012,AUS,RoW EU27
Austria,RoW EU27,149178.61,2012,AUT,RoW EU27
Belgium,RoW EU27,316422.79,2012,BEL,RoW EU27
Brazil,RoW EU27,472764.97,2012,BRA,RoW EU27
Canada,RoW EU27,375007.62,2012,CAN,RoW EU27
China,RoW EU27,14009445.4,2012,CHN,RoW EU27
Czech Republic,RoW EU27,155052.04,2012,CZE,RoW EU27
Finland,RoW EU27,78424.42,2012,FIN,RoW EU27
France,RoW EU27,471338.99,2012,FRA,RoW EU27
Germany,RoW EU27,1123421.94,2012,DEU,RoW EU27
Greece,RoW EU27,122466.98,2012,GRC,RoW EU27
India,RoW EU27,946165.64,2012,IND,RoW EU27
Indonesia,RoW EU27,215384.02,2012,IDN,RoW EU27
Italy,RoW EU27,796433.89,2012,ITA,RoW EU27
Japan,RoW EU27,2685396.53,2012,JPN,RoW EU27
Mexico,RoW EU27,423919.94,2012,MEX,RoW EU27
Netherlands,RoW EU27,238450.34,2012,NLD,RoW EU27
Poland,RoW EU27,273260.93,2012,POL,RoW EU27
RoW Africa,RoW EU27,563343.4,2012,RoW Africa,RoW EU27
RoW America,RoW EU27,584859.59,2012,RoW America,RoW EU27
RoW Asia and Pacific,RoW EU27,961731.67,2012,RoW Asia and Pacific,RoW EU27
RoW EU27,RoW EU27,487136.62,2012,RoW EU27,RoW EU27
RoW Europe,RoW EU27,742775.64,2012,RoW Europe,RoW EU27
RoW Middle East,RoW EU27,1427627.04,2012,RoW Middle East,RoW EU27
Russia,RoW EU27,750028.47,2012,RUS,RoW EU27
Slovakia,RoW EU27,110357.26,2012,SVK,RoW EU27
South Korea,RoW EU27,1502503.65,2012,KOR,RoW EU27
Spain,RoW EU27,497540.85,2012,ESP,RoW EU27
Sweden,RoW EU27,143514.64,2012,SWE,RoW EU27
Taiwan,RoW EU27,394742.4,2012,TWN,RoW EU27
United Kingdom,RoW EU27,306957.94,2012,GBR,RoW EU27
United States,RoW EU27,2246448.93,2012,USA,RoW EU27
Australia,RoW Europe,287487.63,2012,AUS,RoW Europe
Austria,RoW Europe,201153.41,2012,AUT,RoW Europe
Belgium,RoW Europe,426666.57,2012,BEL,RoW Europe
Brazil,RoW Europe,637479.4,2012,BRA,RoW Europe
Canada,RoW Europe,505662.74,2012,CAN,RoW Europe
China,RoW Europe,18890428.24,2012,CHN,RoW Europe
Czech Republic,RoW Europe,209073.19,2012,CZE,RoW Europe
Finland,RoW Europe,105748.01,2012,FIN,RoW Europe
France,RoW Europe,635556.59,2012,FRA,RoW Europe
Germany,RoW Europe,1514829.52,2012,DEU,RoW Europe
Greece,RoW Europe,165135.28,2012,GRC,RoW Europe
India,RoW Europe,1275815.97,2012,IND,RoW Europe
Indonesia,RoW Europe,290425.23,2012,IDN,RoW Europe
Italy,RoW Europe,1073916.69,2012,ITA,RoW Europe
Japan,RoW Europe,3621006.32,2012,JPN,RoW Europe
Mexico,RoW Europe,571616.44,2012,MEX,RoW Europe
Netherlands,RoW Europe,321528.01,2012,NLD,RoW Europe
Poland,RoW Europe,368466.83,2012,POL,RoW Europe
RoW Africa,RoW Europe,759615.94,2012,RoW Africa,RoW Europe
RoW America,RoW Europe,788628.51,2012,RoW America,RoW Europe
RoW Asia and Pacific,RoW Europe,1296805.3,2012,RoW Asia and Pacific,RoW Europe
RoW EU27,RoW Europe,656858.22,2012,RoW EU27,RoW Europe
RoW Europe,RoW Europe,1001563.55,2012,RoW Europe,RoW Europe
RoW Middle East,RoW Europe,1925021.69,2012,RoW Middle East,RoW Europe
Russia,RoW Europe,1011343.32,2012,RUS,RoW Europe
Slovakia,RoW Europe,148806.45,2012,SVK,RoW Europe
South Korea,RoW Europe,2025985.79,2012,KOR,RoW Europe
Spain,RoW Europe,670887.35,2012,ESP,RoW Europe
Sweden,RoW Europe,193516.09,2012,SWE,RoW Europe
Taiwan,RoW Europe,532273.25,2012,TWN,RoW Europe
United Kingdom,RoW Europe,413904.1,2012,GBR,RoW Europe
United States,RoW Europe,3029126.5,2012,USA,RoW Europe
Australia,RoW Middle East,564662.07,2012,AUS,RoW Middle East
Austria,RoW Middle East,395090.75,2012,AUT,RoW Middle East
Belgium,RoW Middle East,838027.13,2012,BEL,RoW Middle East
Brazil,RoW Middle East,1252090.19,2012,BRA,RoW Middle East
Canada,RoW Middle East,993185.61,2012,CAN,RoW Middle East
China,RoW Middle East,37103191.13,2012,CHN,RoW Middle East
Czech Republic,RoW Middle East,410646.2,2012,CZE,RoW Middle East
Finland,RoW Middle East,207702.47,2012,FIN,RoW Middle East
France,RoW Middle East,1248313.55,2012,FRA,RoW Middle East
Germany,RoW Middle East,2975316.84,2012,DEU,RoW Middle East
Greece,RoW Middle East,324346.58,2012,GRC,RoW Middle East
India,RoW Middle East,2505863.99,2012,IND,RoW Middle East
Indonesia,RoW Middle East,570431.89,2012,IDN,RoW Middle East
Italy,RoW Middle East,2109308.25,2012,ITA,RoW Middle East
Japan,RoW Middle East,7112114.56,2012,JPN,RoW Middle East
Mexico,RoW Middle East,1122727.0,2012,MEX,RoW Middle East
Netherlands,RoW Middle East,631521.68,2012,NLD,RoW Middle East
Poland,RoW Middle East,723715.47,2012,POL,RoW Middle East
RoW Africa,RoW Middle East,1491981.81,2012,RoW Africa,RoW Middle East
RoW America,RoW Middle East,1548966.18,2012,RoW America,RoW Middle East
RoW Asia and Pacific,RoW Middle East,2547089.69,2012,RoW Asia and Pacific,RoW Middle East
RoW EU27,RoW Middle East,1290152.65,2012,RoW EU27,RoW Middle East
RoW Europe,RoW Middle East,1967197.54,2012,RoW Europe,RoW Middle East
RoW Middle East,RoW Middle East,3780986.15,2012,RoW Middle East,RoW Middle East
Russia,RoW Middle East,1986406.24,2012,RUS,RoW Middle East
Slovakia,RoW Middle East,292274.69,2012,SVK,RoW Middle East
South Korea,RoW Middle East,3979292.43,2012,KOR,RoW Middle East
Spain,RoW Middle East,1317707.63,2012,ESP,RoW Middle East
Sweden,RoW Middle East,380090.08,2012,SWE,RoW Middle East
Taiwan,RoW Middle East,1045452.0,2012,TWN,RoW Middle East
United Kingdom,RoW Middle East,812960.03,2012,GBR,RoW Middle East
United States,RoW Middle East,5949587.7,2012,USA,RoW Middle East
Australia,Russia,364566.81,2012,AUS,RUS
Austria,Russia,255085.27,2012,AUT,RUS
Belgium,Russia,541061.46,2012,BEL,RUS
Brazil,Russia,808395.95,2012,BRA,RUS
Canada,Russia,641237.53,2012,CAN,RUS
China,Russia,23955198.94,2012,CHN,RUS
Czech Republic,Russia,265128.45,2012,CZE,RUS
Finland,Russia,134100.43,2012,FIN,RUS
France,Russia,805957.61,2012,FRA,RUS
Germany,Russia,1920975.11,2012,DEU,RUS
Greece,Russia,209410.2,2012,GRC,RUS
India,Russia,1617878.91,2012,IND,RUS
Indonesia,Russia,368292.03,2012,IDN,RUS
Italy,Russia,1361847.79,2012,ITA,RUS
Japan,Russia,4591845.44,2012,JPN,RUS
Mexico,Russia,724874.27,2012,MEX,RUS
Netherlands,Russia,407733.87,2012,NLD,RUS
Poland,Russia,467257.6,2012,POL,RUS
RoW Africa,Russia,963278.9,2012,RoW Africa,RUS
RoW America,Russia,1000070.13,2012,RoW America,RUS
RoW Asia and Pacific,Russia,1644495.75,2012,RoW Asia and Pacific,RUS
RoW EU27,Russia,832970.49,2012,RoW EU27,RUS
RoW Europe,Russia,1270095.83,2012,RoW Europe,RUS
RoW Middle East,Russia,2441145.16,2012,RoW Middle East,RUS
Russia,Russia,1282497.68,2012,RUS,RUS
Slovakia,Russia,188703.4,2012,SVK,RUS
South Korea,Russia,2569179.06,2012,KOR,RUS
Spain,Russia,850761.01,2012,ESP,RUS
Sweden,Russia,245400.28,2012,SWE,RUS
Taiwan,Russia,674982.66,2012,TWN,RUS
United Kingdom,Russia,524877.2,2012,GBR,RUS
United States,Russia,3841274.91,2012,USA,RUS
Australia,Slovakia,53103.86,2012,AUS,SVK
Austria,Slovakia,37156.46,2012,AUT,SVK
Belgium,Slovakia,78812.58,2012,BEL,SVK
Brazil,Slovakia,117753.3,2012,BRA,SVK
Canada,Slovakia,93404.52,2012,CAN,SVK
China,Slovakia,3489383.65,2012,CHN,SVK
Czech Republic,Slovakia,38619.38,2012,CZE,SVK
Finland,Slovakia,19533.46,2012,FIN,SVK
France,Slovakia,117398.12,2012,FRA,SVK
Germany,Slovakia,279814.8,2012,DEU,SVK
Greece,Slovakia,30503.3,2012,GRC,SVK
India,Slovakia,235664.93,2012,IND,SVK
Indonesia,Slovakia,53646.48,2012,IDN,SVK
Italy,Slovakia,198370.69,2012,ITA,SVK
Japan,Slovakia,668861.5,2012,JPN,SVK
Mexico,Slovakia,105587.29,2012,MEX,SVK
Netherlands,Slovakia,59391.7,2012,NLD,SVK
Poland,Slovakia,68062.09,2012,POL,SVK
RoW Africa,Slovakia,140313.99,2012,RoW Africa,SVK
RoW America,Slovakia,145673.11,2012,RoW America,SVK
RoW Asia and Pacific,Slovakia,239542.01,2012,RoW Asia and Pacific,SVK
RoW EU27,Slovakia,121332.89,2012,RoW EU27,SVK
RoW Europe,Slovakia,185005.84,2012,RoW Europe,SVK
RoW Middle East,Slovakia,355584.27,2012,RoW Middle East,SVK
Russia,Slovakia,186812.33,2012,RUS,SVK
Slovakia,Slovakia,27487.08,2012,SVK,SVK
South Korea,Slovakia,374234.06,2012,KOR,SVK
Spain,Slovakia,123924.31,2012,ESP,SVK
Sweden,Slovakia,35745.72,2012,SWE,SVK
Taiwan,Slovakia,98319.93,2012,TWN,SVK
United Kingdom,Slovakia,76455.13,2012,GBR,SVK
United States,Slovakia,559531.23,2012,USA,SVK
Australia,South Korea,621686.24,2012,AUS,KOR
Austria,South Korea,434990.23,2012,AUT,KOR
Belgium,South Korea,922657.93,2012,BEL,KOR
Brazil,South Korea,1378536.45,2012,BRA,KOR
Canada,South Korea,1093485.57,2012,CAN,KOR
China,South Korea,40850173.31,2012,CHN,KOR
Czech Republic,South Korea,452116.59,2012,CZE,KOR
Finland,South Korea,228677.95,2012,FIN,KOR
France,South Korea,1374378.41,2012,FRA,KOR
Germany,South Korea,3275788.55,2012,DEU,KOR
Greece,South Korea,357101.74,2012,GRC,KOR
India,South Korea,2758926.53,2012,IND,KOR
Indonesia,South Korea,628038.75,2012,IDN,KOR
Italy,South Korea,2322323.36,2012,ITA,KOR
Japan,South Korea,7830353.76,2012,JPN,KOR
Mexico,South Korea,1236109.11,2012,MEX,KOR
Netherlands,South Korea,695297.88,2012,NLD,KOR
Poland,South Korea,796802.15,2012,POL,KOR
RoW Africa,South Korea,1642654.28,2012,RoW Africa,KOR
RoW America,South Korea,1705393.39,2012,RoW America,KOR
RoW Asia and Pacific,South Korea,2804315.53,2012,RoW Asia and Pacific,KOR
RoW EU27,South Korea,1420442.77,2012,RoW EU27,KOR
RoW Europe,South Korea,2165861.15,2012,RoW Europe,KOR
RoW Middle East,South Korea,4162820.9,2012,RoW Middle East,KOR
Russia,South Korea,2187009.7,2012,RUS,KOR
Slovakia,South Korea,321790.97,2012,SVK,KOR
South Korea,South Korea,4381153.76,2012,KOR,KOR
Spain,South Korea,1450780.47,2012,ESP,KOR
Sweden,South Korea,418474.67,2012,SWE,KOR
Taiwan,South Korea,1151030.25,2012,TWN,KOR
United Kingdom,South Korea,895059.35,2012,GBR,KOR
United States,South Korea,6550425.49,2012,USA,KOR
Australia,Spain,240727.09,2012,AUS,ESP
Austria,Spain,168435.34,2012,AUT,ESP
Belgium,Spain,357268.26,2012,BEL,ESP
Brazil,Spain,533791.89,2012,BRA,ESP
Canada,Spain,423415.52,2012,CAN,ESP
China,Spain,15817856.03,2012,CHN,ESP
Czech Republic,Spain,175066.95,2012,CZE,ESP
Finland,Spain,88547.85,2012,FIN,ESP
France,Spain,532181.83,2012,FRA,ESP
Germany,Spain,1268438.97,2012,DEU,ESP
Greece,Spain,138275.64,2012,GRC,ESP
India,Spain,1068301.53,2012,IND,ESP
Indonesia,Spain,243186.89,2012,IDN,ESP
Italy,Spain,899241.63,2012,ITA,ESP
Japan,Spain,3032041.2,2012,JPN,ESP
Mexico,Spain,478641.69,2012,MEX,ESP
Netherlands,Spain,269230.73,2012,NLD,ESP
Poland,Spain,308534.84,2012,POL,ESP
RoW Africa,Spain,636062.64,2012,RoW Africa,ESP
RoW America,Spain,660356.25,2012,RoW America,ESP
RoW Asia and Pacific,Spain,1085876.9,2012,RoW Asia and Pacific,ESP
RoW EU27,Spain,550018.7,2012,RoW EU27,ESP
RoW Europe,Spain,838656.91,2012,RoW Europe,ESP
RoW Middle East,Spain,1611912.42,2012,RoW Middle East,ESP
Russia,Spain,846845.97,2012,RUS,ESP
Slovakia,Spain,124602.73,2012,SVK,ESP
South Korea,Spain,1696454.48,2012,KOR,ESP
Spain,Spain,561765.95,2012,ESP,ESP
Sweden,Spain,162040.25,2012,SWE,ESP
Taiwan,Spain,445697.76,2012,TWN,ESP
United Kingdom,Spain,346581.64,2012,GBR,ESP
United States,Spain,2536432.01,2012,USA,ESP
Australia,Sweden,76333.0,2012,AUS,SWE
Austria,Sweden,53409.76,2012,AUT,SWE
Belgium,Sweden,113287.45,2012,BEL,SWE
Brazil,Sweden,169261.95,2012,BRA,SWE
Canada,Sweden,134262.32,2012,CAN,SWE
China,Sweden,5015739.64,2012,CHN,SWE
Czech Republic,Sweden,55512.6,2012,CZE,SWE
Finland,Sweden,28077.95,2012,FIN,SWE
France,Sweden,168751.41,2012,FRA,SWE
Germany,Sweden,402213.78,2012,DEU,SWE
Greece,Sweden,43846.31,2012,GRC,SWE
India,Sweden,338751.49,2012,IND,SWE
Indonesia,Sweden,77112.99,2012,IDN,SWE
Italy,Sweden,285143.7,2012,ITA,SWE
Japan,Sweden,961440.62,2012,JPN,SWE
Mexico,Sweden,151774.18,2012,MEX,SWE
Netherlands,Sweden,85371.32,2012,NLD,SWE
Poland,Sweden,97834.4,2012,POL,SWE
RoW Africa,Sweden,201691.34,2012,RoW Africa,SWE
RoW America,Sweden,209394.69,2012,RoW America,SWE
RoW Asia and Pacific,Sweden,344324.53,2012,RoW Asia and Pacific,SWE
RoW EU27,Sweden,174407.37,2012,RoW EU27,SWE
RoW Europe,Sweden,265932.67,2012,RoW Europe,SWE
RoW Middle East,Sweden,511126.98,2012,RoW Middle East,SWE
Russia,Sweden,268529.37,2012,RUS,SWE
Slovakia,Sweden,39510.72,2012,SVK,SWE
South Korea,Sweden,537934.72,2012,KOR,SWE
Spain,Sweden,178132.34,2012,ESP,SWE
Sweden,Sweden,51381.91,2012,SWE,SWE
Taiwan,Sweden,141327.87,2012,TWN,SWE
United Kingdom,Sweden,109898.79,2012,GBR,SWE
United States,Sweden,804286.15,2012,USA,SWE
Australia,Taiwan,135428.98,2012,AUS,TWN
Austria,Taiwan,94758.87,2012,AUT,TWN
Belgium,Taiwan,200993.07,2012,BEL,TWN
Brazil,Taiwan,300302.27,2012,BRA,TWN
Canada,Taiwan,238206.4,2012,CAN,TWN
China,Taiwan,8898857.86,2012,CHN,TWN
Czech Republic,Taiwan,98489.7,2012,CZE,TWN
Finland,Taiwan,49815.52,2012,FIN,TWN
France,Taiwan,299396.48,2012,FRA,TWN
Germany,Taiwan,713602.28,2012,DEU,TWN
Greece,Taiwan,77791.53,2012,GRC,TWN
India,Taiwan,601008.34,2012,IND,TWN
Indonesia,Taiwan,136812.82,2012,IDN,TWN
Italy,Taiwan,505898.11,2012,ITA,TWN
Japan,Taiwan,1705775.02,2012,JPN,TWN
Mexico,Taiwan,269275.71,2012,MEX,TWN
Netherlands,Taiwan,151464.65,2012,NLD,TWN
Poland,Taiwan,173576.47,2012,POL,TWN
RoW Africa,Taiwan,357838.06,2012,RoW Africa,TWN
RoW America,Taiwan,371505.24,2012,RoW America,TWN
RoW Asia and Pacific,Taiwan,610895.95,2012,RoW Asia and Pacific,TWN
RoW EU27,Taiwan,309431.2,2012,RoW EU27,TWN
RoW Europe,Taiwan,471814.17,2012,RoW Europe,TWN
RoW Middle East,Taiwan,906834.62,2012,RoW Middle East,TWN
Russia,Taiwan,476421.2,2012,RUS,TWN
Slovakia,Taiwan,70099.39,2012,SVK,TWN
South Korea,Taiwan,954396.55,2012,KOR,TWN
Spain,Taiwan,316040.01,2012,ESP,TWN
Sweden,Taiwan,91161.1,2012,SWE,TWN
Taiwan,Taiwan,250742.01,2012,TWN,TWN
United Kingdom,Taiwan,194980.96,2012,GBR,TWN
United States,Taiwan,1426953.68,2012,USA,TWN
Australia,United Kingdom,157744.44,2012,AUS,GBR
Austria,United Kingdom,110372.86,2012,AUT,GBR
Belgium,United Kingdom,234111.91,2012,BEL,GBR
Brazil,United Kingdom,349784.89,2012,BRA,GBR
Canada,United Kingdom,277457.11,2012,CAN,GBR
China,United Kingdom,10365176.44,2012,CHN,GBR
Czech Republic,United Kingdom,114718.44,2012,CZE,GBR
Finland,United Kingdom,58023.92,2012,FIN,GBR
France,United Kingdom,348729.85,2012,FRA,GBR
Germany,United Kingdom,831186.83,2012,DEU,GBR
Greece,United Kingdom,90609.71,2012,GRC,GBR
India,United Kingdom,700040.12,2012,IND,GBR
Indonesia,United Kingdom,159356.3,2012,IDN,GBR
Italy,United Kingdom,589258.0,2012,ITA,GBR
Japan,United Kingdom,1986845.87,2012,JPN,GBR
Mexico,United Kingdom,313645.89,2012,MEX,GBR
Netherlands,United Kingdom,176422.39,2012,NLD,GBR
Poland,United Kingdom,202177.72,2012,POL,GBR
RoW Africa,United Kingdom,416801.2,2012,RoW Africa,GBR
RoW America,United Kingdom,432720.4,2012,RoW America,GBR
RoW Asia and Pacific,United Kingdom,711556.96,2012,RoW Asia and Pacific,GBR
RoW EU27,United Kingdom,360418.05,2012,RoW EU27,GBR
RoW Europe,United Kingdom,549557.84,2012,RoW Europe,GBR
RoW Middle East,United Kingdom,1056259.24,2012,RoW Middle East,GBR
Russia,United Kingdom,554924.0,2012,RUS,GBR
Slovakia,United Kingdom,81650.09,2012,SVK,GBR
South Korea,United Kingdom,1111658.24,2012,KOR,GBR
Spain,United Kingdom,368115.83,2012,ESP,GBR
Sweden,United Kingdom,106182.26,2012,SWE,GBR
Taiwan,United Kingdom,292058.29,2012,TWN,GBR
United Kingdom,United Kingdom,227109.15,2012,GBR,GBR
United States,United Kingdom,1662081.47,2012,USA,GBR
Australia,United States,1005750.19,2012,AUS,USA
Austria,United States,703717.54,2012,AUT,USA
Belgium,United States,1492655.51,2012,BEL,USA
Brazil,United States,2230165.64,2012,BRA,USA
Canada,United States,1769016.67,2012,CAN,USA
China,United States,66086503.05,2012,CHN,USA
Czech Republic,United States,731424.19,2012,CZE,USA
Finland,United States,369950.12,2012,FIN,USA
France,United States,2223438.87,2012,FRA,USA
Germany,United States,5299497.95,2012,DEU,USA
Greece,United States,577711.26,2012,GRC,USA
India,United States,4463330.06,2012,IND,USA
Indonesia,United States,1016027.13,2012,IDN,USA
Italy,United States,3757003.16,2012,ITA,USA
Japan,United States,12667772.4,2012,JPN,USA
Mexico,United States,1999749.87,2012,MEX,USA
Netherlands,United States,1124837.47,2012,NLD,USA
Poland,United States,1289048.81,2012,POL,USA
RoW Africa,United States,2657449.61,2012,RoW Africa,USA
RoW America,United States,2758947.55,2012,RoW America,USA
RoW Asia and Pacific,United States,4536759.38,2012,RoW Asia and Pacific,USA
RoW EU27,United States,2297960.76,2012,RoW EU27,USA
RoW Europe,United States,3503882.07,2012,RoW Europe,USA
RoW Middle East,United States,6734519.19,2012,RoW Middle East,USA
Russia,United States,3538095.72,2012,RUS,USA
Slovakia,United States,520586.28,2012,SVK,USA
South Korea,United States,7087733.25,2012,KOR,USA
Spain,United States,2347040.42,2012,ESP,USA
Sweden,United States,676999.03,2012,SWE,USA
Taiwan,United States,1862111.18,2012,TWN,USA
United Kingdom,United States,1448007.13,2012,GBR,USA
United States,United States,10597132.86,2012,USA,USA
Australia,Australia,97355.0,2013,AUS,AUS
Austria,Australia,68503.73,2013,AUT,AUS
Belgium,Australia,145187.92,2013,BEL,AUS
Brazil,Australia,216644.96,2013,BRA,AUS
Canada,Australia,172644.91,2013,CAN,AUS
China,Australia,6548095.98,2013,CHN,AUS
Czech Republic,Australia,71148.05,2013,CZE,AUS
Finland,Australia,35881.01,2013,FIN,AUS
France,Australia,215868.17,2013,FRA,AUS
Germany,Australia,513896.44,2013,DEU,AUS
Greece,Australia,55847.69,2013,GRC,AUS
India,Australia,439301.96,2013,IND,AUS
Indonesia,Australia,98658.08,2013,IDN,AUS
Italy,Australia,362752.77,2013,ITA,AUS
Japan,Australia,1231784.19,2013,JPN,AUS
Mexico,Australia,195169.14,2013,MEX,AUS
Netherlands,Australia,109091.41,2013,NLD,AUS
Poland,Australia,124907.78,2013,POL,AUS
RoW Africa,Australia,259845.7,2013,RoW Africa,AUS
RoW America,Australia,269372.38,2013,RoW America,AUS
RoW Asia and Pacific,Australia,443393.11,2013,RoW Asia and Pacific,AUS
RoW EU27,Australia,223731.02,2013,RoW EU27,AUS
RoW Europe,Australia,342142.01,2013,RoW Europe,AUS
