exporter,importer,tonnes,year,yearly_share,total_source_1,exp_ISO3,imp_ISO3
South Korea,France,909634.9920630052,2010,0.0006545618977455677,1389685215.7083333,KOR,FRA
Spain,France,210326.14546319522,2010,0.00015134804852621992,1389685215.7083333,ESP,FRA
Sweden,France,58973.533793199356,2010,4.243661307365934e-05,1389685215.7083333,SWE,FRA
Taiwan,France,264524.27782310755,2010,0.00019034834279954365,1389685215.7083333,TWN,FRA
United Kingdom,France,149780.65558117698,2010,0.00010778027562510451,1389685215.7083333,GBR,FRA
United States,France,1033846.5745465938,2010,0.0007439429900098881,1389685215.7083333,USA,FRA
Australia,Germany,277214.42003949976,2010,0.00019948000950575088,1389685215.7083333,AUS,DEU
Austria,Germany,329532.7612517847,2010,0.00023712762971563983,1389685215.7083333,AUT,DEU
Belgium,Germany,333729.89936246636,2010,0.00024014783750315834,1389685215.7083333,BEL,DEU
Brazil,Germany,780433.0121265405,2010,0.000561589778249708,1389685215.7083333,BRA,DEU
Canada,Germany,497196.370598764,2010,0.0003577762539161354,1389685215.7083333,CAN,DEU
China,Germany,22288042.225205243,2010,0.01603819481798607,1389685215.7083333,CHN,DEU
Czech Republic,Germany,182485.3008100501,2010,0.00013131412693128202,1389685215.7083333,CZE,DEU
Finland,Germany,156505.64360530747,2010,0.00011261949241183756,1389685215.7083333,FIN,DEU
France,Germany,686155.6058684121,2010,0.0004937489426471831,1389685215.7083333,FRA,DEU
Germany,Germany,1687785.398754126,2010,0.0012145091418374547,1389685215.7083333,DEU,DEU
Greece,Germany,73804.63677399172,2010,5.310888821420823e-05,1389685215.7083333,GRC,DEU
India,Germany,1925048.4976691795,2010,0.0013852406832204568,1389685215.7083333,IND,DEU
Indonesia,Germany,157141.08721531276,2010,0.00011307674964018146,1389685215.7083333,IDN,DEU
Italy,Germany,890325.3492502781,2010,0.0006406669216787144,1389685215.7083333,ITA,DEU
Japan,Germany,4321121.782895002,2010,0.003109424878419314,1389685215.7083333,JPN,DEU
Mexico,Germany,520964.81963035016,2010,0.0003748797308495582,1389685215.7083333,MEX,DEU
Netherlands,Germany,290787.60986990895,2010,0.00020924710616691152,1389685215.7083333,NLD,DEU
Poland,Germany,268044.7171751274,2010,0.00019288160667270464,1389685215.7083333,POL,DEU
RoW Africa,Germany,297287.9710205104,2010,0.0002139246842810949,1389685215.7083333,RoW Africa,DEU
RoW America,Germany,335060.4260941404,2010,0.00024110526780221774,1389685215.7083333,RoW America,DEU
RoW Asia and Pacific,Germany,1227369.4321611382,2010,0.0008831996039732915,1389685215.7083333,RoW Asia and Pacific,DEU
RoW EU27,Germany,394749.5010962591,2010,0.0002840567753288303,1389685215.7083333,RoW EU27,DEU
RoW Europe,Germany,785764.111838178,2010,0.0005654259705408667,1389685215.7083333,RoW Europe,DEU
RoW Middle East,Germany,457071.75392237265,2010,0.0003289030844941382,1389685215.7083333,RoW Middle East,DEU
Russia,Germany,1687268.197305326,2010,0.0012141369701809141,1389685215.7083333,RUS,DEU
Slovakia,Germany,217320.23244070978,2010,0.0001563809055347401,1389685215.7083333,SVK,DEU
South Korea,Germany,2336817.1267457902,2010,0.0016815442089557647,1389685215.7083333,KOR,DEU
Spain,Germany,540319.7321091801,2010,0.0003888072823986797,1389685215.7083333,ESP,DEU
Sweden,Germany,151500.73008272497,2010,0.00010901801959913914,1389685215.7083333,SWE,DEU
Taiwan,Germany,679552.6485401626,2010,0.0004889975376141491,1389685215.7083333,TWN,DEU
United Kingdom,Germany,384780.70321698044,2010,0.0002768833537750884,1389685215.7083333,GBR,DEU
United States,Germany,2655911.8701288407,2010,0.0019111607723156945,1389685215.7083333,USA,DEU
Australia,Greece,17753.950836807006,2010,1.2775519690448517e-05,1389685215.7083333,AUS,GRC
Austria,Greece,21104.630602579848,2010,1.5186626700797602e-05,1389685215.7083333,AUT,GRC
Belgium,Greece,21373.43710767315,2010,1.538005648047349e-05,1389685215.7083333,BEL,GRC
Brazil,Greece,49982.13798102732,2010,3.596651775240412e-05,1389685215.7083333,BRA,GRC
Canada,Greece,31842.50102109506,2010,2.2913463179404044e-05,1389685215.7083333,CAN,GRC
China,Greece,1427417.9011775719,2010,0.0010271519658140754,1389685215.7083333,CHN,GRC
Czech Republic,Greece,11687.111044529855,2010,8.409898092333698e-06,1389685215.7083333,CZE,GRC
Finland,Greece,10023.266373436794,2010,7.2126163969642995e-06,1389685215.7083333,FIN,GRC
France,Greece,43944.230629881415,2010,3.1621715574978396e-05,1389685215.7083333,FRA,GRC
Germany,Greece,108092.71668709691,2010,7.778215920070879e-05,1389685215.7083333,DEU,GRC
Greece,Greece,4726.755318736199,2010,3.401313668237404e-06,1389685215.7083333,GRC,GRC
India,Greece,123288.02413474614,2010,8.871651129418204e-05,1389685215.7083333,IND,GRC
Indonesia,Greece,10063.963211719964,2010,7.2419013298564055e-06,1389685215.7083333,IDN,GRC
Italy,Greece,57020.09884871127,2010,4.103094586038874e-05,1389685215.7083333,ITA,GRC
Japan,Greece,276742.41514472937,2010,0.0001991403607209505,1389685215.7083333,JPN,GRC
Mexico,Greece,33364.72760737684,2010,2.400883828239518e-05,1389685215.7083333,MEX,GRC
Netherlands,Greece,18623.233441500965,2010,1.3401044517846841e-05,1389685215.7083333,NLD,GRC
Poland,Greece,17166.688082708057,2010,1.2352932799934886e-05,1389685215.7083333,POL,GRC
RoW Africa,Greece,19039.546876533583,2010,1.3700618428777756e-05,1389685215.7083333,RoW Africa,GRC
RoW America,Greece,21458.645905123787,2010,1.544137165925461e-05,1389685215.7083333,RoW America,GRC
RoW Asia and Pacific,Greece,78605.78694997168,2010,5.6563735485885343e-05,1389685215.7083333,RoW Asia and Pacific,GRC
RoW EU27,Greece,25281.383738083576,2010,1.819216571660616e-05,1389685215.7083333,RoW EU27,GRC
RoW Europe,Greece,50323.56471396348,2010,3.621220413452637e-05,1389685215.7083333,RoW Europe,GRC
RoW Middle East,Greece,29272.75788999169,2010,2.1064308347751358e-05,1389685215.7083333,RoW Middle East,GRC
Russia,Greece,108059.5969181658,2010,7.775832663160844e-05,1389685215.7083333,RUS,GRC
Slovakia,Greece,13918.079416970273,2010,1.0015274869191237e-05,1389685215.7083333,SVK,GRC
South Korea,Greece,149659.38259223124,2010,0.00010769300910778468,1389685215.7083333,KOR,GRC
Spain,Greece,34604.29627406553,2010,2.490081630207705e-05,1389685215.7083333,ESP,GRC
Sweden,Greece,9702.729753635354,2010,6.981962277471448e-06,1389685215.7083333,SWE,GRC
Taiwan,Greece,43521.34375485826,2010,3.131741149931936e-05,1389685215.7083333,TWN,GRC
United Kingdom,Greece,24642.935886545674,2010,1.773274667384655e-05,1389685215.7083333,GBR,GRC
United States,Greece,170095.52292794737,2010,0.00012239859862166582,1389685215.7083333,USA,GRC
Australia,India,243674.5557852568,2010,0.00017534514509536176,1389685215.7083333,AUS,IND
Austria,India,289662.9600883936,2010,0.00020843782233140483,1389685215.7083333,AUT,IND
Belgium,India,293352.28832834016,2010,0.00021109261652381918,1389685215.7083333,BEL,IND
Brazil,India,686009.2886712922,2010,0.000493643654632699,1389685215.7083333,BRA,IND
Canada,India,437041.1330211384,2010,0.0003144893016641723,1389685215.7083333,CAN,IND
China,India,19591436.77360374,2010,0.014097751456338143,1389685215.7083333,CHN,IND
Czech Republic,India,160406.61135605146,2010,0.00011542657973395147,1389685215.7083333,CZE,IND
Finland,India,137570.2016737403,2010,9.899378659189354e-05,1389685215.7083333,FIN,IND
France,India,603138.4026157922,2010,0.00043401080748230305,1389685215.7083333,FRA,IND
Germany,India,1483582.1235171007,2010,0.001067567033704757,1389685215.7083333,DEU,IND
Greece,India,64875.10042187217,2010,4.668330618226001e-05,1389685215.7083333,GRC,IND
India,India,1692139.0166400326,2010,0.001217641950502824,1389685215.7083333,IND,IND
Indonesia,India,138128.75796947815,2010,9.939571667607678e-05,1389685215.7083333,IDN,IND
Italy,India,782605.8763408441,2010,0.0005631533440052781,1389685215.7083333,ITA,IND
Japan,India,3798314.060480975,2010,0.002733219017908991,1389685215.7083333,JPN,IND
Mexico,India,457933.8648973903,2010,0.00032952344870703536,1389685215.7083333,MEX,IND
Netherlands,India,255605.54211809082,2010,0.00018393053277738635,1389685215.7083333,NLD,IND
Poland,India,235614.28209817503,2010,0.0001695450735424861,1389685215.7083333,POL,IND
RoW Africa,India,261319.43005615412,2010,0.0001880421746610851,1389685215.7083333,RoW Africa,IND
RoW America,India,294521.8355690427,2010,0.00021193420800617977,1389685215.7083333,RoW America,IND
RoW Asia and Pacific,India,1078871.3683781554,2010,0.0007763422652721007,1389685215.7083333,RoW Asia and Pacific,IND
RoW EU27,India,346989.1924785853,2010,0.0002496890580373068,1389685215.7083333,RoW EU27,IND
RoW Europe,India,690695.3870310575,2010,0.0004970157120646957,1389685215.7083333,RoW Europe,IND
RoW Middle East,India,401771.1513251799,2010,0.0002891094665063369,1389685215.7083333,RoW Middle East,IND
Russia,India,1483127.492709424,2010,0.001067239887094476,1389685215.7083333,RUS,IND
Slovakia,India,191026.89785789498,2010,0.00013746055271986692,1389685215.7083333,SVK,IND
South Korea,India,2054088.2219766765,2010,0.0014780960456067685,1389685215.7083333,KOR,IND
Spain,India,474947.05086019804,2010,0.0003417659233124344,1389685215.7083333,ESP,IND
Sweden,India,133170.82892343064,2010,9.58280533016626e-05,1389685215.7083333,SWE,IND
Taiwan,India,597334.327612783,2010,0.0004298342681211565,1389685215.7083333,TWN,IND
United Kingdom,India,338226.51781601313,2010,0.0002433835475781589,1389685215.7083333,GBR,IND
United States,India,2334576.04232111,2010,0.0016799315527949677,1389685215.7083333,USA,IND
Australia,Indonesia,41783.40996791634,2010,3.006681620817202e-05,1389685215.7083333,AUS,IDN
Austria,Indonesia,49669.138551265576,2010,3.5741287300051495e-05,1389685215.7083333,AUT,IDN
Belgium,Indonesia,50301.75737664401,2010,3.619651184891164e-05,1389685215.7083333,BEL,IDN
Brazil,Indonesia,117631.5158806447,2010,8.464615910926778e-05,1389685215.7083333,BRA,IDN
Canada,Indonesia,74940.39959055684,2010,5.392616884994286e-05,1389685215.7083333,CAN,IDN
China,Indonesia,3359386.516346354,2010,0.002417372278537229,1389685215.7083333,CHN,IDN
Czech Republic,Indonesia,27505.27353257665,2010,1.9792448837816126e-05,1389685215.7083333,CZE,IDN
Finland,Indonesia,23589.464031075422,2010,1.697468157855568e-05,1389685215.7083333,FIN,IDN
France,Indonesia,103421.46007808871,2010,7.442078170585847e-05,1389685215.7083333,FRA,IDN
Germany,Indonesia,254393.07144416386,2010,0.0001830580541324229,1389685215.7083333,DEU,IDN
Greece,Indonesia,11124.274369263283,2010,8.004887900885636e-06,1389685215.7083333,GRC,IDN
India,Indonesia,290154.7783548645,2010,0.00020879172856924318,1389685215.7083333,IND,IDN
Indonesia,Indonesia,23685.240846306602,2010,1.7043601369993746e-05,1389685215.7083333,IDN,IDN
Italy,Indonesia,134195.1423549995,2010,9.656513636190568e-05,1389685215.7083333,ITA,IDN
Japan,Indonesia,651305.2210042054,2010,0.000468671044091255,1389685215.7083333,JPN,IDN
Mexico,Indonesia,78522.92438539935,2010,5.6504108626769566e-05,1389685215.7083333,MEX,IDN
Netherlands,Indonesia,43829.23863263543,2010,3.153896878027542e-05,1389685215.7083333,NLD,IDN
Poland,Indonesia,40401.299345679574,2010,2.907226679035131e-05,1389685215.7083333,POL,IDN
RoW Africa,Indonesia,44809.01351882856,2010,3.2244002463528444e-05,1389685215.7083333,RoW Africa,IDN
RoW America,Indonesia,50502.30379204794,2010,3.6340822526709064e-05,1389685215.7083333,RoW America,IDN
RoW Asia and Pacific,Indonesia,184996.4346450599,2010,0.00013312110725072785,1389685215.7083333,RoW Asia and Pacific,IDN
RoW EU27,Indonesia,59498.996906214365,2010,4.281472971984326e-05,1389685215.7083333,RoW EU27,IDN
RoW Europe,Indonesia,118435.05079232917,2010,8.522437272383438e-05,1389685215.7083333,RoW Europe,IDN
RoW Middle East,Indonesia,68892.5755837326,2010,4.957423077183528e-05,1389685215.7083333,RoW Middle East,IDN
Russia,Indonesia,254315.11403501424,2010,0.00018300195696144603,1389685215.7083333,RUS,IDN
Slovakia,Indonesia,32755.797093551744,2010,2.3570659544547188e-05,1389685215.7083333,SVK,IDN
South Korea,Indonesia,352218.99873677926,2010,0.0002534523608335651,1389685215.7083333,KOR,IDN
Spain,Indonesia,81440.20907733707,2010,5.860334999377997e-05,1389685215.7083333,ESP,IDN
Sweden,Indonesia,22835.093665002692,2010,1.6431846152557268e-05,1389685215.7083333,SWE,IDN
Taiwan,Indonesia,102426.22531179647,2010,7.37046232873601e-05,1389685215.7083333,TWN,IDN
United Kingdom,Indonesia,57996.437467487696,2010,4.173350684883444e-05,1389685215.7083333,GBR,IDN
United States,Indonesia,400314.8585353654,2010,0.00028806153653388464,1389685215.7083333,USA,IDN
Australia,Italy,179549.42571199153,2010,0.00012920150814188074,1389685215.7083333,AUS,ITA
Austria,Italy,213435.57532872894,2010,0.00015358555514310426,1389685215.7083333,AUT,ITA
Belgium,Italy,216154.021769143,2010,0.00015554171500555802,1389685215.7083333,BEL,ITA
Brazil,Italy,505479.8421506812,2010,0.0003637369358448807,1389685215.7083333,BRA,ITA
Canada,Italy,322029.87406727765,2010,0.00023172864647850235,1389685215.7083333,CAN,ITA
China,Italy,14435775.900968362,2010,0.010387802746833092,1389685215.7083333,CHN,ITA
Czech Republic,Italy,118194.18639210971,2010,8.505104973133446e-05,1389685215.7083333,CZE,ITA
Finland,Italy,101367.37639570706,2010,7.294268892688718e-05,1389685215.7083333,FIN,ITA
France,Italy,444417.1641129667,2010,0.000319797000852775,1389685215.7083333,FRA,ITA
Germany,Italy,1093164.2867452835,2010,0.0007866272695346257,1389685215.7083333,DEU,ITA
Greece,Italy,47802.64050776457,2010,3.439817878712856e-05,1389685215.7083333,GRC,ITA
India,Italy,1246837.5819474694,2010,0.0008972086396644485,1389685215.7083333,IND,ITA
Indonesia,Italy,101778.95083911862,2010,7.323885271906064e-05,1389685215.7083333,IDN,ITA
Italy,Italy,576656.1730233404,2010,0.00041495452819465613,1389685215.7083333,ITA,ITA
Japan,Italy,2798753.924149127,2010,0.0020139481175401154,1389685215.7083333,JPN,ITA
Mexico,Italy,337424.491671647,2010,0.0002428064196535754,1389685215.7083333,MEX,ITA
Netherlands,Italy,188340.66725533135,2010,0.00013552757496907865,1389685215.7083333,NLD,ITA
Poland,Italy,173610.28612450525,2010,0.00012492777800475827,1389685215.7083333,POL,ITA
RoW Africa,Italy,192550.89907357757,2010,0.00013855720482385136,1389685215.7083333,RoW Africa,ITA
RoW America,Italy,217015.7937700055,2010,0.00015616183529691712,1389685215.7083333,RoW America,ITA
RoW Asia and Pacific,Italy,794956.7718933771,2010,0.0005720408930796471,1389685215.7083333,RoW Asia and Pacific,ITA
RoW EU27,Italy,255675.90251823215,2010,0.00018398116323624567,1389685215.7083333,RoW EU27,ITA
RoW Europe,Italy,508932.75253373856,2010,0.00036622160672144133,1389685215.7083333,RoW Europe,ITA
RoW Middle East,Italy,296041.4965862281,2010,0.00021302773695792211,1389685215.7083333,RoW Middle East,ITA
Russia,Italy,1092829.3005212967,2010,0.0007863862176617265,1389685215.7083333,RUS,ITA
Slovakia,Italy,140756.47232767704,2010,0.00010128658687351176,1389685215.7083333,SVK,ITA
South Korea,Italy,1513536.6315453227,2010,0.0010891219208760607,1389685215.7083333,KOR,ITA
Spain,Italy,349960.5069922449,2010,0.0002518271785843727,1389685215.7083333,ESP,ITA
Sweden,Italy,98125.73996308363,2010,7.061004812738702e-05,1389685215.7083333,SWE,ITA
Taiwan,Italy,440140.4867137443,2010,0.00031671955759376866,1389685215.7083333,TWN,ITA
United Kingdom,Italy,249219.2025681341,2010,0.0001793350031727186,1389685215.7083333,GBR,ITA
United States,Italy,1720211.5866843099,2010,0.0012378426187742847,1389685215.7083333,USA,ITA
Australia,Japan,694089.7944628543,2010,0.0004994582849534536,1389685215.7083333,AUS,JPN
Austria,Japan,825084.5289476786,2010,0.0005937204480707717,1389685215.7083333,AUT,JPN
Belgium,Japan,835593.3193027824,2010,0.0006012824414174069,1389685215.7083333,BEL,JPN
Brazil,Japan,1954049.112484942,2010,0.0014061091608353537,1389685215.7083333,BRA,JPN
Canada,Japan,1244880.8768993658,2010,0.0008958006193257518,1389685215.7083333,CAN,JPN
China,Japan,55804826.98541732,2010,0.04015645151479371,1389685215.7083333,CHN,JPN
Czech Republic,Japan,456906.9260777565,2010,0.0003287844764505662,1389685215.7083333,CZE,JPN
Finland,Japan,391859.02194879233,2010,0.00028197682289442705,1389685215.7083333,FIN,JPN
France,Japan,1717997.2346920278,2010,0.001236249198935567,1389685215.7083333,FRA,JPN
Germany,Japan,4225879.117820387,2010,0.003040889454714695,1389685215.7083333,DEU,JPN
Greece,Japan,184792.14622084438,2010,0.00013297410387046134,1389685215.7083333,GRC,JPN
India,Japan,4819938.742404032,2010,0.0034683672877294527,1389685215.7083333,IND,JPN
Indonesia,Japan,393450.04034892865,2010,0.0002831216997213172,1389685215.7083333,IDN,JPN
Italy,Japan,2229197.677798356,2010,0.001604102607267155,1389685215.7083333,ITA,JPN
Japan,Japan,10819229.918510845,2010,0.007785381751360289,1389685215.7083333,JPN,JPN
Mexico,Japan,1304392.3360906988,2010,0.0009386243167492,1389685215.7083333,MEX,JPN
Netherlands,Japan,728074.3728690962,2010,0.0005239131600734423,1389685215.7083333,NLD,JPN
Poland,Japan,671130.6827829039,2010,0.00048293719699739584,1389685215.7083333,POL,JPN
RoW Africa,Japan,744349.9843028948,2010,0.0005356248853259145,1389685215.7083333,RoW Africa,JPN
RoW America,Japan,838924.6974813638,2010,0.0006036796592484129,1389685215.7083333,RoW America,JPN
RoW Asia and Pacific,Japan,3073089.057834835,2010,0.0022113562288049943,1389685215.7083333,RoW Asia and Pacific,JPN
RoW EU27,Japan,988374.2683646149,2010,0.0007112216904896934,1389685215.7083333,RoW EU27,JPN
RoW Europe,Japan,1967397.1304245528,2010,0.0014157142266363937,1389685215.7083333,RoW Europe,JPN
RoW Middle East,Japan,1144416.8001618125,2010,0.0008235079334700229,1389685215.7083333,RoW Middle East,JPN
Russia,Japan,4224584.150142251,2010,0.0030399576122632547,1389685215.7083333,RUS,JPN
Slovakia,Japan,544126.6577947814,2010,0.00039154669823369736,1389685215.7083333,SVK,JPN
South Korea,Japan,5850925.54487369,2010,0.00421025242172662,1389685215.7083333,KOR,JPN
Spain,Japan,1352853.1979423894,2010,0.0009734961433354746,1389685215.7083333,ESP,JPN
Sweden,Japan,379327.71238705516,2010,0.00027295945016851095,1389685215.7083333,SWE,JPN
Taiwan,Japan,1701464.740667537,2010,0.001224352624202228,1389685215.7083333,TWN,JPN
United Kingdom,Japan,963414.398289486,2010,0.0006932608819605426,1389685215.7083333,GBR,JPN
United States,Japan,6649875.332617335,2010,0.0047851666387829,1389685215.7083333,USA,JPN
Australia,Mexico,87979.19334197803,2010,6.33087208149756e-05,1389685215.7083333,AUS,MEX
Austria,Mexico,104583.4036632309,2010,7.525690169332623e-05,1389685215.7083333,AUT,MEX
Belgium,Mexico,105915.43916222328,2010,7.621541768236871e-05,1389685215.7083333,BEL,MEX
Brazil,Mexico,247685.05206745083,2010,0.0001782310477709183,1389685215.7083333,BRA,MEX
Canada,Mexico,157794.5895072739,2010,0.00011354700166889578,1389685215.7083333,CAN,MEX
China,Mexico,7073528.116420943,2010,0.00509002185276578,1389685215.7083333,CHN,MEX
Czech Republic,Mexico,57915.130196098195,2010,4.167499915912857e-05,1389685215.7083333,CZE,MEX
Finland,Mexico,49670.00260303379,2010,3.574190906083476e-05,1389685215.7083333,FIN,MEX
France,Mexico,217764.3484030229,2010,0.0001567004857945666,1389685215.7083333,FRA,MEX
Germany,Mexico,535650.3431813015,2010,0.0003854472488636762,1389685215.7083333,DEU,MEX
Greece,Mexico,23423.286936390494,2010,1.685510263160673e-05,1389685215.7083333,GRC,MEX
India,Mexico,610950.2348333024,2010,0.00043963210367888706,1389685215.7083333,IND,MEX
Indonesia,Mexico,49871.672285736386,2010,3.588702802765043e-05,1389685215.7083333,IDN,MEX
Italy,Mexico,282561.44488988095,2010,0.0002033276613264229,1389685215.7083333,ITA,MEX
Japan,Mexico,1371389.0225777067,2010,0.0009868342895759305,1389685215.7083333,JPN,MEX
Mexico,Mexico,165337.95419384606,2010,0.00011897511200734191,1389685215.7083333,MEX,MEX
Netherlands,Mexico,92286.90349278359,2010,6.640849485165189e-05,1389685215.7083333,NLD,MEX
Poland,Mexico,85069.01381419587,2010,6.121459223471377e-05,1389685215.7083333,POL,MEX
RoW Africa,Mexico,94349.91349458614,2010,6.789301089779189e-05,1389685215.7083333,RoW Africa,MEX
RoW America,Mexico,106337.70790790454,2010,7.651927695992894e-05,1389685215.7083333,RoW America,MEX
RoW Asia and Pacific,Mexico,389528.7009161108,2010,0.00028029995319304383,1389685215.7083333,RoW Asia and Pacific,MEX
RoW EU27,Mexico,125281.15228815586,2010,9.01507412412811e-05,1389685215.7083333,RoW EU27,MEX
RoW Europe,Mexico,249376.97177445903,2010,0.0001794485319089688,1389685215.7083333,RoW Europe,MEX
RoW Middle East,Mexico,145060.28759897352,2010,0.00010438355820388805,1389685215.7083333,RoW Middle East,MEX
Russia,Mexico,535486.199931548,2010,0.00038532913344595563,1389685215.7083333,RUS,MEX
Slovakia,Mexico,68970.6526308194,2010,4.963041403276679e-05,1389685215.7083333,SVK,MEX
South Korea,Mexico,741632.7342418523,2010,0.0005336695863630069,1389685215.7083333,KOR,MEX
Spain,Mexico,171480.59791240434,2010,0.00012339528115725069,1389685215.7083333,ESP,MEX
Sweden,Mexico,48081.59629785843,2010,3.459891186462027e-05,1389685215.7083333,SWE,MEX
Taiwan,Mexico,215668.7769426626,2010,0.00015519253893244778,1389685215.7083333,TWN,MEX
United Kingdom,Mexico,122117.3735664011,2010,8.787412587112898e-05,1389685215.7083333,GBR,MEX
United States,Mexico,842903.4298912474,2010,0.0006065427050410212,1389685215.7083333,USA,MEX
Australia,Netherlands,45051.83200535462,2010,3.241873159195362e-05,1389685215.7083333,AUS,NLD
Austria,Netherlands,53554.40714603625,2010,3.8537077707010904e-05,1389685215.7083333,AUT,NLD
Belgium,Netherlands,54236.509551525465,2010,3.9027910017651516e-05,1389685215.7083333,BEL,NLD
Brazil,Netherlands,126832.9959104314,2010,9.12674283908127e-05,1389685215.7083333,BRA,NLD
Canada,Netherlands,80802.45911376581,2010,5.814443314242224e-05,1389685215.7083333,CAN,NLD
China,Netherlands,3622167.636192598,2010,0.002606466266784274,1389685215.7083333,CHN,NLD
Czech Republic,Netherlands,29656.81560786144,2010,2.1340671450365207e-05,1389685215.7083333,CZE,NLD
Finland,Netherlands,25434.69975452616,2010,1.8302489993434877e-05,1389685215.7083333,FIN,NLD
France,Netherlands,111511.39068047662,2010,8.024219400192612e-05,1389685215.7083333,FRA,NLD
Germany,Netherlands,274292.44952835754,2010,0.00019737739628218506,1389685215.7083333,DEU,NLD
Greece,Netherlands,11994.447611933714,2010,8.631053620168256e-06,1389685215.7083333,GRC,NLD
India,Netherlands,312851.5439783272,2010,0.0002251240356031739,1389685215.7083333,IND,NLD
Indonesia,Netherlands,25537.9672339326,2010,1.8376799972586382e-05,1389685215.7083333,IDN,NLD
Italy,Netherlands,144692.2813043365,2010,0.00010411874550351731,1389685215.7083333,ITA,NLD
Japan,Netherlands,702252.2323017,2010,0.0005053318725447883,1389685215.7083333,JPN,NLD
Mexico,Netherlands,84665.21583669833,2010,6.09240242895898e-05,1389685215.7083333,MEX,NLD
Netherlands,Netherlands,47257.69635065222,2010,3.4006043826669486e-05,1389685215.7083333,NLD,NLD
Poland,Netherlands,43561.60192070525,2010,3.134638076904457e-05,1389685215.7083333,POL,NLD
RoW Africa,Netherlands,48314.10598213442,2010,3.476622290862348e-05,1389685215.7083333,RoW Africa,NLD
RoW America,Netherlands,54452.7418297986,2010,3.9183508045052934e-05,1389685215.7083333,RoW America,NLD
RoW Asia and Pacific,Netherlands,199467.4008488581,2010,0.000143534232496809,1389685215.7083333,RoW Asia and Pacific,NLD
RoW EU27,Netherlands,64153.18516952421,2010,4.616382504783634e-05,1389685215.7083333,RoW EU27,NLD
RoW Europe,Netherlands,127699.38726497784,2010,9.189087271097467e-05,1389685215.7083333,RoW Europe,NLD
RoW Middle East,Netherlands,74281.56011728896,2010,5.345207625269804e-05,1389685215.7083333,RoW Middle East,NLD
Russia,Netherlands,274208.39058441384,2010,0.0001973169085235232,1389685215.7083333,RUS,NLD
Slovakia,Netherlands,35318.056207031914,2010,2.5414428971261688e-05,1389685215.7083333,SVK,NLD
South Korea,Netherlands,379770.61203034077,2010,0.00027327815518046565,1389685215.7083333,KOR,NLD
Spain,Netherlands,87810.70324717506,2010,6.318747746223757e-05,1389685215.7083333,ESP,NLD
Sweden,Netherlands,24621.321299236046,2010,1.7717193088714244e-05,1389685215.7083333,SWE,NLD
Taiwan,Netherlands,110438.30484986777,2010,7.947001493685497e-05,1389685215.7083333,TWN,NLD
United Kingdom,Netherlands,62533.0947506634,2010,4.499802836197678e-05,1389685215.7083333,GBR,NLD
United States,Netherlands,431628.6662191427,2010,0.00031059455863833034,1389685215.7083333,USA,NLD
Australia,Poland,49996.37489554676,2010,3.5976762457002336e-05,1389685215.7083333,AUS,POL
Austria,Poland,59432.132592458256,2010,4.276661500076853e-05,1389685215.7083333,AUT,POL
Belgium,Poland,60189.10176038773,2010,4.331132049189203e-05,1389685215.7083333,BEL,POL
Brazil,Poland,140753.22216371808,2010,0.0001012842480964116,1389685215.7083333,BRA,POL
Canada,Poland,89670.72090241442,2010,6.452592276928597e-05,1389685215.7083333,CAN,POL
China,Poland,4019709.2939916523,2010,0.0028925322429531465,1389685215.7083333,CHN,POL
Czech Republic,Poland,32911.725204955175,2010,2.3682863452051488e-05,1389685215.7083333,CZE,POL
Finland,Poland,28226.218388323392,2010,2.0311231687052433e-05,1389685215.7083333,FIN,POL
France,Poland,123750.03926176556,2010,8.904897156777279e-05,1389685215.7083333,FRA,POL
Germany,Poland,304396.7043745637,2010,0.00021904003938000473,1389685215.7083333,DEU,POL
Greece,Poland,13310.870360129562,2010,9.578334870134535e-06,1389685215.7083333,GRC,POL
India,Poland,347187.7515749223,2010,0.0002498319386653027,1389685215.7083333,IND,POL
Indonesia,Poland,28340.82488554971,2010,2.039370108079057e-05,1389685215.7083333,IDN,POL
Italy,Poland,160572.6089938307,2010,0.00011554602954596852,1389685215.7083333,ITA,POL
Japan,Poland,779326.115285586,2010,0.0005607932692069099,1389685215.7083333,JPN,POL
Mexico,Poland,93957.42794870022,2010,6.761058323615352e-05,1389685215.7083333,MEX,POL
Netherlands,Poland,52444.33989974758,2010,3.773828728041573e-05,1389685215.7083333,NLD,POL
Poland,Poland,48342.59975082949,2010,3.478672666614568e-05,1389685215.7083333,POL,POL
RoW Africa,Poland,53616.69863197286,2010,3.858190187670955e-05,1389685215.7083333,RoW Africa,POL
RoW America,Poland,60429.06222952661,2010,4.348399302695715e-05,1389685215.7083333,RoW America,POL
RoW Asia and Pacific,Poland,221359.42853471285,2010,0.00015928746023385177,1389685215.7083333,RoW Asia and Pacific,POL
RoW EU27,Poland,71194.15027874074,2010,5.123041497023665e-05,1389685215.7083333,RoW EU27,POL
RoW Europe,Poland,141714.7057386332,2010,0.00010197611958216028,1389685215.7083333,RoW Europe,POL
RoW Middle East,Poland,82434.14111942491,2010,5.931857098832816e-05,1389685215.7083333,RoW Middle East,POL
Russia,Poland,304303.42666290834,2010,0.00021897291791206293,1389685215.7083333,RUS,POL
Slovakia,Poland,39194.29878410072,2010,2.8203724369423535e-05,1389685215.7083333,SVK,POL
South Korea,Poland,421451.3527085363,2010,0.00030327109185925916,1389685215.7083333,KOR,POL
